"method","sim_id","fold","c_index","auprc","mrr","ef_at_1pct","ef_at_5pct","ef_at_10pct","precision_at_1pct","precision_at_5pct","precision_at_10pct","recall_at_1pct","recall_at_5pct","recall_at_10pct","mcc_at_1pct","mcc_at_5pct","mcc_at_10pct","runtime","n","p","n_main","n_int","beta_main","beta_int","censparam","lambda"
"SVM",11,6,NA,0.0349457844262659,0.2,10,3,2,0.2,0.06,0.04,0.1,0.15,0.2,0.129219147676184,0.0655473525344462,0.0476190476190476,29.3290000000002,500,1000,0,10,0,0.03,NA,NA
"sNPDR-absolute",11,7,NA,0.0338835716714769,0.125,5,4,3.5,0.1,0.08,0.07,0.05,0.2,0.35,0.0574307323005264,0.0983210288016693,0.119047619047619,149.78,500,1000,0,10,0,0.03,NA,NA
"sNPDR-signed",11,7,NA,0.0241638093849849,0.2,5,1,1,0.1,0.02,0.02,0.05,0.05,0.1,0.0574307323005264,0,0,216.335,500,1000,0,10,0,0.03,NA,NA
"LASSO-sNPDR",11,7,NA,0.0182914300632168,0.0158730158730159,0,0,1,0,0,0.02,0,0,0.1,-0.0143576830751316,-0.0327736762672231,0,36.4650000000001,500,1000,0,10,0,0.03,NA,NA
"Cox",11,7,NA,0.0270921212234625,0.25,5,1,1,0.1,0.02,0.02,0.05,0.05,0.1,0.0574307323005264,0,0,5.45499999999993,500,1000,0,10,0,0.03,NA,NA
"LASSO-Cox",11,7,NA,0.0198815881892106,0.0196078431372549,0,0,1,0,0,0.02,0,0,0.1,-0.0143576830751316,-0.0327736762672231,0,62.8130000000001,500,1000,0,10,0,0.03,NA,NA
"sNPDR-absolute",11,8,NA,0.0436878605518273,0.166666666666667,5,5,3.5,0.1,0.1,0.07,0.05,0.25,0.35,0.0574307323005264,0.131094705068892,0.119047619047619,135.984,500,1000,0,10,0,0.03,NA,NA
"sNPDR-signed",11,8,NA,0.0225176645633618,0.166666666666667,5,1,1,0.1,0.02,0.02,0.05,0.05,0.1,0.0574307323005264,0,0,186.301,500,1000,0,10,0,0.03,NA,NA
"LASSO-sNPDR",11,8,NA,0.022624825944147,0.142857142857143,5,1,1,0.1,0.02,0.02,0.05,0.05,0.1,0.0574307323005264,0,0,63.665,500,1000,0,10,0,0.03,NA,NA
"Cox",11,8,NA,0.0241261436955271,0.1,5,1,0.5,0.1,0.02,0.01,0.05,0.05,0.05,0.0574307323005264,0,-0.0238095238095238,3.21200000000044,500,1000,0,10,0,0.03,NA,NA
"LASSO-Cox",11,8,NA,0.02,0.0416666666666667,0,3,1.5,0,0.06,0.03,0,0.15,0.15,-0.0143576830751316,0.0655473525344462,0.0238095238095238,87.7280000000001,500,1000,0,10,0,0.03,NA,NA
"sNPDR-absolute",11,9,NA,0.0347866858329281,0.166666666666667,5,5,3,0.1,0.1,0.06,0.05,0.25,0.3,0.0574307323005264,0.131094705068892,0.0952380952380952,200.108,500,1000,0,10,0,0.03,NA,NA
"sNPDR-signed",11,9,NA,0.0238287249968364,0.2,5,2,1,0.1,0.04,0.02,0.05,0.1,0.1,0.0574307323005264,0.0327736762672231,0,226.338,500,1000,0,10,0,0.03,NA,NA
"LASSO-sNPDR",11,9,NA,0.028630948606521,0.333333333333333,5,5,10,0.1,0.1,0.2,0.05,0.25,1,0.0574307323005264,0.131094705068892,0.428571428571429,46.7570000000005,500,1000,0,10,0,0.03,NA,NA
"Cox",11,9,NA,0.026173340406563,0.166666666666667,5,1,2,0.1,0.02,0.04,0.05,0.05,0.2,0.0574307323005264,0,0.0476190476190476,6.13999999999942,500,1000,0,10,0,0.03,NA,NA
"SVM",11,9,NA,0.0224268058148764,0.0833333333333333,0,1,1,0,0.02,0.02,0,0.05,0.1,-0.0143576830751316,0,0,60.2110000000002,500,1000,0,10,0,0.03,NA,NA
"LASSO-Cox",11,9,NA,0.0251764821892679,0.142857142857143,5,2,1.5,0.1,0.04,0.03,0.05,0.1,0.15,0.0574307323005264,0.0327736762672231,0.0238095238095238,64.3680000000004,500,1000,0,10,0,0.03,NA,NA
"sNPDR-absolute",11,10,NA,0.0344809879081518,0.0769230769230769,0,3,3.5,0,0.06,0.07,0,0.15,0.35,-0.0143576830751316,0.0655473525344462,0.119047619047619,70.8949999999995,500,1000,0,10,0,0.03,NA,NA
"sNPDR-signed",11,10,NA,0.035885007615405,0.5,5,2,1.5,0.1,0.04,0.03,0.05,0.1,0.15,0.0574307323005264,0.0327736762672231,0.0238095238095238,90.335,500,1000,0,10,0,0.03,NA,NA
"LASSO-sNPDR",11,10,NA,0.0178609873447784,0.0172413793103448,0,0,1,0,0,0.02,0,0,0.1,-0.0143576830751316,-0.0327736762672231,0,30.1499999999996,500,1000,0,10,0,0.03,NA,NA
"Cox",11,10,NA,0.0261287295402414,0.25,5,1,0.5,0.1,0.02,0.01,0.05,0.05,0.05,0.0574307323005264,0,-0.0238095238095238,4.9389999999994,500,1000,0,10,0,0.03,NA,NA
"LASSO-Cox",11,10,NA,0.02,0.024390243902439,0,1,0.5,0,0.02,0.01,0,0.05,0.05,-0.0143576830751316,0,-0.0238095238095238,19.9940000000006,500,1000,0,10,0,0.03,NA,NA
"sNPDR-absolute",12,1,NA,0.0622128153510367,1,15,4,2,0.3,0.08,0.04,0.15,0.2,0.2,0.201007563051842,0.0983210288016693,0.0476190476190476,110.213,500,1000,0,10,0,0.03,NA,NA
"sNPDR-signed",12,1,NA,0.0308896902456225,0.5,5,1,0.5,0.1,0.02,0.01,0.05,0.05,0.05,0.0574307323005264,0,-0.0238095238095238,102.881,500,1000,0,10,0,0.03,NA,NA
"LASSO-sNPDR",12,1,NA,0.0203273416888459,0.1,5,1,7.5,0.1,0.02,0.15,0.05,0.05,0.75,0.0574307323005264,0,0.30952380952381,67.9,500,1000,0,10,0,0.03,NA,NA
"Cox",12,1,NA,0.0155922493734635,0.0588235294117647,0,1,0.5,0,0.02,0.01,0,0.05,0.05,-0.0143576830751316,0,-0.0238095238095238,17.295,500,1000,0,10,0,0.03,NA,NA
"LASSO-Cox",12,1,NA,0.0198815881892106,0.01,0,0,0.5,0,0,0.01,0,0,0.05,-0.0143576830751316,-0.0327736762672231,-0.0238095238095238,93.1539999999999,500,1000,0,10,0,0.03,NA,NA
"sNPDR-absolute",12,2,NA,0.035599280685231,0.25,10,2,2,0.2,0.04,0.04,0.1,0.1,0.2,0.129219147676184,0.0327736762672231,0.0476190476190476,206.792,500,1000,0,10,0,0.03,NA,NA
"sNPDR-signed",12,2,NA,0.023825777989404,0.166666666666667,5,1,0.5,0.1,0.02,0.01,0.05,0.05,0.05,0.0574307323005264,0,-0.0238095238095238,294.841,500,1000,0,10,0,0.03,NA,NA
"LASSO-sNPDR",12,2,NA,0.0221832065136431,0.0294117647058824,0,1,1.5,0,0.02,0.03,0,0.05,0.15,-0.0143576830751316,0,0.0238095238095238,51.856,500,1000,0,10,0,0.03,NA,NA
"Cox",12,2,NA,0.0178657610794653,0.0208333333333333,0,1,1,0,0.02,0.02,0,0.05,0.1,-0.0143576830751316,0,0,15.2240000000002,500,1000,0,10,0,0.03,NA,NA
"LASSO-Cox",12,2,NA,0.02,0.0204081632653061,0,1,2,0,0.02,0.04,0,0.05,0.2,-0.0143576830751316,0,0.0476190476190476,28.047,500,1000,0,10,0,0.03,NA,NA
"sNPDR-absolute",12,3,NA,0.0335819555980404,0.333333333333333,5,3,2,0.1,0.06,0.04,0.05,0.15,0.2,0.0574307323005264,0.0655473525344462,0.0476190476190476,241.028,500,1000,0,10,0,0.03,NA,NA
"sNPDR-signed",12,3,NA,0.0332028168240304,0.5,5,1,0.5,0.1,0.02,0.01,0.05,0.05,0.05,0.0574307323005264,0,-0.0238095238095238,309.007,500,1000,0,10,0,0.03,NA,NA
"LASSO-sNPDR",12,3,NA,0.0246548872819693,0.166666666666667,5,1,10,0.1,0.02,0.2,0.05,0.05,1,0.0574307323005264,0,0.428571428571429,36.0550000000001,500,1000,0,10,0,0.03,NA,NA
"Cox",12,3,NA,0.0193792655069116,0.037037037037037,0,1,0.5,0,0.02,0.01,0,0.05,0.05,-0.0143576830751316,0,-0.0238095238095238,3.39200000000005,500,1000,0,10,0,0.03,NA,NA
"SVM",12,3,NA,0.0203230050468926,0.0285714285714286,0,1,0.5,0,0.02,0.01,0,0.05,0.05,-0.0143576830751316,0,-0.0238095238095238,59.971,500,1000,0,10,0,0.03,NA,NA
"LASSO-Cox",12,3,NA,0.0198815881892106,0.0105263157894737,0,0,0.5,0,0,0.01,0,0,0.05,-0.0143576830751316,-0.0327736762672231,-0.0238095238095238,42.9259999999999,500,1000,0,10,0,0.03,NA,NA
"sNPDR-absolute",12,4,NA,0.0566160241221072,1,15,3,2,0.3,0.06,0.04,0.15,0.15,0.2,0.201007563051842,0.0655473525344462,0.0476190476190476,122.168,500,1000,0,10,0,0.03,NA,NA
"sNPDR-signed",12,4,NA,0.022029681191456,0.25,5,1,0.5,0.1,0.02,0.01,0.05,0.05,0.05,0.0574307323005264,0,-0.0238095238095238,197.258,500,1000,0,10,0,0.03,NA,NA
"LASSO-sNPDR",12,4,NA,0.0197690248961455,0.0416666666666667,0,1,10,0,0.02,0.2,0,0.05,1,-0.0143576830751316,0,0.428571428571429,42.4380000000001,500,1000,0,10,0,0.03,NA,NA
"Cox",12,4,NA,0.0163827449702719,0.0166666666666667,0,0,1,0,0,0.02,0,0,0.1,-0.0143576830751316,-0.0327736762672231,0,5.5329999999999,500,1000,0,10,0,0.03,NA,NA
"SVM",12,4,NA,0.0162363298828549,0.0208333333333333,0,1,1,0,0.02,0.02,0,0.05,0.1,-0.0143576830751316,0,0,58.2049999999999,500,1000,0,10,0,0.03,NA,NA
"sNPDR-absolute",12,5,NA,0.0402441390294253,0.333333333333333,10,3,2,0.2,0.06,0.04,0.1,0.15,0.2,0.129219147676184,0.0655473525344462,0.0476190476190476,462.412,500,1000,0,10,0,0.03,NA,NA
"sNPDR-signed",12,5,NA,0.0210595214559974,0.2,5,1,0.5,0.1,0.02,0.01,0.05,0.05,0.05,0.0574307323005264,0,-0.0238095238095238,267.521,500,1000,0,10,0,0.03,NA,NA
"LASSO-sNPDR",12,5,NA,0.0213726192048129,0.111111111111111,5,1,10,0.1,0.02,0.2,0.05,0.05,1,0.0574307323005264,0,0.428571428571429,33.8009999999999,500,1000,0,10,0,0.03,NA,NA
"Cox",12,5,NA,0.0153165250184294,0.0208333333333333,0,1,1,0,0.02,0.02,0,0.05,0.1,-0.0143576830751316,0,0,10.8999999999996,500,1000,0,10,0,0.03,NA,NA
"LASSO-Cox",12,5,NA,0.0198815881892106,0.0172413793103448,0,0,2,0,0,0.04,0,0,0.2,-0.0143576830751316,-0.0327736762672231,0.0476190476190476,30.0059999999999,500,1000,0,10,0,0.03,NA,NA
"sNPDR-absolute",12,6,NA,0.0276107283178429,0.125,5,3,2,0.1,0.06,0.04,0.05,0.15,0.2,0.0574307323005264,0.0655473525344462,0.0476190476190476,145.619,500,1000,0,10,0,0.03,NA,NA
"sNPDR-signed",12,6,NA,0.0324662266277937,0.5,5,1,0.5,0.1,0.02,0.01,0.05,0.05,0.05,0.0574307323005264,0,-0.0238095238095238,195.972,500,1000,0,10,0,0.03,NA,NA
"LASSO-sNPDR",12,6,NA,0.0329619298780574,0.125,5,9,10,0.1,0.18,0.2,0.05,0.45,1,0.0574307323005264,0.262189410137785,0.428571428571429,39.0929999999998,500,1000,0,10,0,0.03,NA,NA
"Cox",12,6,NA,0.0195772424569285,0.0526315789473684,0,1,1,0,0.02,0.02,0,0.05,0.1,-0.0143576830751316,0,0,8.07500000000027,500,1000,0,10,0,0.03,NA,NA
"SVM",12,6,NA,0.0208299704352888,0.0666666666666667,0,1,1.5,0,0.02,0.03,0,0.05,0.15,-0.0143576830751316,0,0.0238095238095238,49.6640000000002,500,1000,0,10,0,0.03,NA,NA
"LASSO-Cox",12,6,NA,0.02,0.04,0,2,2.5,0,0.04,0.05,0,0.1,0.25,-0.0143576830751316,0.0327736762672231,0.0714285714285714,80.7809999999999,500,1000,0,10,0,0.03,NA,NA
"sNPDR-absolute",12,7,NA,0.0687063956949863,0.5,10,3,2,0.2,0.06,0.04,0.1,0.15,0.2,0.129219147676184,0.0655473525344462,0.0476190476190476,186.305,500,1000,0,10,0,0.03,NA,NA
"sNPDR-signed",12,7,NA,0.0162840882273033,0.0625,0,1,0.5,0,0.02,0.01,0,0.05,0.05,-0.0143576830751316,0,-0.0238095238095238,93.2569999999996,500,1000,0,10,0,0.03,NA,NA
"LASSO-sNPDR",12,7,NA,0.0224700872587865,0.0416666666666667,0,2,10,0,0.04,0.2,0,0.1,1,-0.0143576830751316,0.0327736762672231,0.428571428571429,39.6570000000002,500,1000,0,10,0,0.03,NA,NA
"Cox",12,7,NA,0.0160314845629699,0.0163934426229508,0,0,1,0,0,0.02,0,0,0.1,-0.0143576830751316,-0.0327736762672231,0,6.77300000000014,500,1000,0,10,0,0.03,NA,NA
"SVM",12,7,NA,0.0173223441360009,0.1,5,1,0.5,0.1,0.02,0.01,0.05,0.05,0.05,0.0574307323005264,0,-0.0238095238095238,51.2799999999997,500,1000,0,10,0,0.03,NA,NA
"sNPDR-absolute",12,8,NA,0.0286219697517424,0.142857142857143,5,2,2.5,0.1,0.04,0.05,0.05,0.1,0.25,0.0574307323005264,0.0327736762672231,0.0714285714285714,209.849,500,1000,0,10,0,0.03,NA,NA
"sNPDR-signed",12,8,NA,0.0191985036105126,0.0909090909090909,0,1,0.5,0,0.02,0.01,0,0.05,0.05,-0.0143576830751316,0,-0.0238095238095238,265.974,500,1000,0,10,0,0.03,NA,NA
"LASSO-sNPDR",12,8,NA,0.026214054581767,0.25,5,9,10,0.1,0.18,0.2,0.05,0.45,1,0.0574307323005264,0.262189410137785,0.428571428571429,34.308,500,1000,0,10,0,0.03,NA,NA
"Cox",12,8,NA,0.0164452614421458,0.00625,0,0,0,0,0,0,0,0,0,-0.0143576830751316,-0.0327736762672231,-0.0476190476190476,3.85199999999986,500,1000,0,10,0,0.03,NA,NA
"LASSO-Cox",12,8,NA,0.0198815881892106,0.0113636363636364,0,0,0.5,0,0,0.01,0,0,0.05,-0.0143576830751316,-0.0327736762672231,-0.0238095238095238,94.6860000000006,500,1000,0,10,0,0.03,NA,NA
"sNPDR-absolute",12,9,NA,0.0349437680893624,0.166666666666667,10,3,2,0.2,0.06,0.04,0.1,0.15,0.2,0.129219147676184,0.0655473525344462,0.0476190476190476,282.077,500,1000,0,10,0,0.03,NA,NA
"sNPDR-signed",12,9,NA,0.0196268468739239,0.0625,0,1,1,0,0.02,0.02,0,0.05,0.1,-0.0143576830751316,0,0,136.611000000001,500,1000,0,10,0,0.03,NA,NA
"LASSO-sNPDR",12,9,NA,0.0204495423954733,0.0588235294117647,0,1,0.5,0,0.02,0.01,0,0.05,0.05,-0.0143576830751316,0,-0.0238095238095238,33.7510000000002,500,1000,0,10,0,0.03,NA,NA
"Cox",12,9,NA,0.0183436556067815,0.0133333333333333,0,0,1,0,0,0.02,0,0,0.1,-0.0143576830751316,-0.0327736762672231,0,3.55999999999949,500,1000,0,10,0,0.03,NA,NA
"SVM",12,9,NA,0.0185697879494159,0.032258064516129,0,1,1,0,0.02,0.02,0,0.05,0.1,-0.0143576830751316,0,0,53.1120000000001,500,1000,0,10,0,0.03,NA,NA
"LASSO-Cox",12,9,NA,0.0198815881892106,0.0142857142857143,0,0,1,0,0,0.02,0,0,0.1,-0.0143576830751316,-0.0327736762672231,0,60.2739999999994,500,1000,0,10,0,0.03,NA,NA
"sNPDR-absolute",12,10,NA,0.0828572824942873,1,5,3,2,0.1,0.06,0.04,0.05,0.15,0.2,0.0574307323005264,0.0655473525344462,0.0476190476190476,99.1979999999994,500,1000,0,10,0,0.03,NA,NA
"sNPDR-signed",12,10,NA,0.0183201718916501,0.1,5,1,1,0.1,0.02,0.02,0.05,0.05,0.1,0.0574307323005264,0,0,94.6399999999994,500,1000,0,10,0,0.03,NA,NA
"LASSO-sNPDR",12,10,NA,0.0210969367143583,0.0909090909090909,0,1,10,0,0.02,0.2,0,0.05,1,-0.0143576830751316,0,0.428571428571429,22.0650000000005,500,1000,0,10,0,0.03,NA,NA
"Cox",12,10,NA,0.0175317377011048,0.0111111111111111,0,0,1,0,0,0.02,0,0,0.1,-0.0143576830751316,-0.0327736762672231,0,2.73800000000028,500,1000,0,10,0,0.03,NA,NA
"SVM",12,10,NA,0.019100269560542,0.0454545454545455,0,1,1,0,0.02,0.02,0,0.05,0.1,-0.0143576830751316,0,0,11.491,500,1000,0,10,0,0.03,NA,NA
"LASSO-Cox",12,10,NA,0.02,0.0217391304347826,0,1,1.5,0,0.02,0.03,0,0.05,0.15,-0.0143576830751316,0,0.0238095238095238,35.7360000000008,500,1000,0,10,0,0.03,NA,NA
"sNPDR-absolute",13,1,NA,0.0398355692870194,0.166666666666667,5,3,3,0.1,0.06,0.06,0.05,0.15,0.3,0.0574307323005264,0.0655473525344462,0.0952380952380952,111.46,500,1000,0,10,0,0.03,NA,NA
"sNPDR-signed",13,1,NA,0.0202069876284029,0.0099009900990099,0,0,0,0,0,0,0,0,0,-0.0143576830751316,-0.0327736762672231,-0.0476190476190476,241.038,500,1000,0,10,0,0.03,NA,NA
"LASSO-sNPDR",13,1,NA,0.0236674915109555,0.0555555555555556,0,1,1.5,0,0.02,0.03,0,0.05,0.15,-0.0143576830751316,0,0.0238095238095238,51.993,500,1000,0,10,0,0.03,NA,NA
"Cox",13,1,NA,0.0177067896453938,0.00636942675159236,0,0,0,0,0,0,0,0,0,-0.0143576830751316,-0.0327736762672231,-0.0476190476190476,3.77100000000002,500,1000,0,10,0,0.03,NA,NA
"sNPDR-absolute",13,2,NA,0.0481401476993109,0.166666666666667,10,4,2.5,0.2,0.08,0.05,0.1,0.2,0.25,0.129219147676184,0.0983210288016693,0.0714285714285714,201.577,500,1000,0,10,0,0.03,NA,NA
"sNPDR-signed",13,2,NA,0.0158955831613843,0.0136986301369863,0,0,0.5,0,0,0.01,0,0,0.05,-0.0143576830751316,-0.0327736762672231,-0.0238095238095238,175.021,500,1000,0,10,0,0.03,NA,NA
"LASSO-sNPDR",13,2,NA,0.0183229977827515,0.0263157894736842,0,1,0.5,0,0.02,0.01,0,0.05,0.05,-0.0143576830751316,0,-0.0238095238095238,39.873,500,1000,0,10,0,0.03,NA,NA
"Cox",13,2,NA,0.0157197396459029,0.0121951219512195,0,0,0.5,0,0,0.01,0,0,0.05,-0.0143576830751316,-0.0327736762672231,-0.0238095238095238,5.34500000000003,500,1000,0,10,0,0.03,NA,NA
"SVM",13,2,NA,0.01439645621035,0.00900900900900901,0,0,0,0,0,0,0,0,0,-0.0143576830751316,-0.0327736762672231,-0.0476190476190476,65.9200000000001,500,1000,0,10,0,0.03,NA,NA
"LASSO-Cox",13,2,NA,0.0198815881892106,0.0217391304347826,0,1,1.5,0,0.02,0.03,0,0.05,0.15,-0.0143576830751316,0,0.0238095238095238,14.8239999999998,500,1000,0,10,0,0.03,NA,NA
"sNPDR-absolute",13,3,NA,0.0315285182332514,0.125,5,3,2,0.1,0.06,0.04,0.05,0.15,0.2,0.0574307323005264,0.0655473525344462,0.0476190476190476,113.647,500,1000,0,10,0,0.03,NA,NA
"sNPDR-signed",13,3,NA,0.0184158923396353,0.010752688172043,0,0,0.5,0,0,0.01,0,0,0.05,-0.0143576830751316,-0.0327736762672231,-0.0238095238095238,259.552,500,1000,0,10,0,0.03,NA,NA
"LASSO-sNPDR",13,3,NA,0.0194701699961082,0.0416666666666667,0,1,10,0,0.02,0.2,0,0.05,1,-0.0143576830751316,0,0.428571428571429,30.5749999999998,500,1000,0,10,0,0.03,NA,NA
"Cox",13,3,NA,0.0171231676828187,0.00641025641025641,0,0,0,0,0,0,0,0,0,-0.0143576830751316,-0.0327736762672231,-0.0476190476190476,3.72799999999984,500,1000,0,10,0,0.03,NA,NA
"LASSO-Cox",13,3,NA,0.02,0.0212765957446809,0,1,1.5,0,0.02,0.03,0,0.05,0.15,-0.0143576830751316,0,0.0238095238095238,44.931,500,1000,0,10,0,0.03,NA,NA
"sNPDR-absolute",13,4,NA,0.0917844728406494,1,10,4,2,0.2,0.08,0.04,0.1,0.2,0.2,0.129219147676184,0.0983210288016693,0.0476190476190476,183.75,500,1000,0,10,0,0.03,NA,NA
"sNPDR-signed",13,4,NA,0.0183541120263784,0.0106382978723404,0,0,0.5,0,0,0.01,0,0,0.05,-0.0143576830751316,-0.0327736762672231,-0.0238095238095238,177.431,500,1000,0,10,0,0.03,NA,NA
"LASSO-sNPDR",13,4,NA,0.0235318442352331,0.0344827586206897,0,1,10,0,0.02,0.2,0,0.05,1,-0.0143576830751316,0,0.428571428571429,36.682,500,1000,0,10,0,0.03,NA,NA
"Cox",13,4,NA,0.0168949946295379,0.00854700854700855,0,0,0,0,0,0,0,0,0,-0.0143576830751316,-0.0327736762672231,-0.0476190476190476,3.25399999999991,500,1000,0,10,0,0.03,NA,NA
"SVM",13,4,NA,0.0152020829587861,0.00833333333333333,0,0,0,0,0,0,0,0,0,-0.0143576830751316,-0.0327736762672231,-0.0476190476190476,29.7290000000003,500,1000,0,10,0,0.03,NA,NA
"sNPDR-absolute",13,5,NA,0.0293570192284646,0.0909090909090909,0,3,3,0,0.06,0.06,0,0.15,0.3,-0.0143576830751316,0.0655473525344462,0.0952380952380952,184.224,500,1000,0,10,0,0.03,NA,NA
"sNPDR-signed",13,5,NA,0.0204301241290545,0.00595238095238095,0,0,0,0,0,0,0,0,0,-0.0143576830751316,-0.0327736762672231,-0.0476190476190476,303.668,500,1000,0,10,0,0.03,NA,NA
"LASSO-sNPDR",13,5,NA,0.0216631573211237,0.0294117647058824,0,1,0.5,0,0.02,0.01,0,0.05,0.05,-0.0143576830751316,0,-0.0238095238095238,28.6170000000002,500,1000,0,10,0,0.03,NA,NA
"Cox",13,5,NA,0.0193748624788228,0.0108695652173913,0,0,0.5,0,0,0.01,0,0,0.05,-0.0143576830751316,-0.0327736762672231,-0.0238095238095238,4.02399999999989,500,1000,0,10,0,0.03,NA,NA
"sNPDR-absolute",13,6,NA,0.0344427779432036,0.166666666666667,10,4,2,0.2,0.08,0.04,0.1,0.2,0.2,0.129219147676184,0.0983210288016693,0.0476190476190476,313.36,500,1000,0,10,0,0.03,NA,NA
"sNPDR-signed",13,6,NA,0.020262008350747,0.0078125,0,0,0,0,0,0,0,0,0,-0.0143576830751316,-0.0327736762672231,-0.0476190476190476,223.375,500,1000,0,10,0,0.03,NA,NA
"LASSO-sNPDR",13,6,NA,0.0318899606945392,0.25,5,2,10,0.1,0.04,0.2,0.05,0.1,1,0.0574307323005264,0.0327736762672231,0.428571428571429,28.3699999999999,500,1000,0,10,0,0.03,NA,NA
"Cox",13,6,NA,0.0190162325218197,0.0120481927710843,0,0,0.5,0,0,0.01,0,0,0.05,-0.0143576830751316,-0.0327736762672231,-0.0238095238095238,6.98399999999992,500,1000,0,10,0,0.03,NA,NA
"SVM",13,6,NA,0.0172428654089454,0.00847457627118644,0,0,0,0,0,0,0,0,0,-0.0143576830751316,-0.0327736762672231,-0.0476190476190476,19.9269999999997,500,1000,0,10,0,0.03,NA,NA
"LASSO-Cox",13,6,NA,0.02,0.1,5,1,0.5,0.1,0.02,0.01,0.05,0.05,0.05,0.0574307323005264,0,-0.0238095238095238,104.257,500,1000,0,10,0,0.03,NA,NA
"sNPDR-absolute",13,7,NA,0.0345035176760558,0.125,5,4,2.5,0.1,0.08,0.05,0.05,0.2,0.25,0.0574307323005264,0.0983210288016693,0.0714285714285714,158.354,500,1000,0,10,0,0.03,NA,NA
"sNPDR-signed",13,7,NA,0.0190233277168207,0.00943396226415094,0,0,0,0,0,0,0,0,0,-0.0143576830751316,-0.0327736762672231,-0.0476190476190476,264.233,500,1000,0,10,0,0.03,NA,NA
"LASSO-sNPDR",13,7,NA,0.0193647784191993,0.0555555555555556,0,1,10,0,0.02,0.2,0,0.05,1,-0.0143576830751316,0,0.428571428571429,27.8239999999996,500,1000,0,10,0,0.03,NA,NA
"Cox",13,7,NA,0.0183936115838143,0.00680272108843537,0,0,0,0,0,0,0,0,0,-0.0143576830751316,-0.0327736762672231,-0.0476190476190476,2.86700000000019,500,1000,0,10,0,0.03,NA,NA
"SVM",13,7,NA,0.0173640064932629,0.00714285714285714,0,0,0,0,0,0,0,0,0,-0.0143576830751316,-0.0327736762672231,-0.0476190476190476,55.3699999999999,500,1000,0,10,0,0.03,NA,NA
"sNPDR-absolute",13,8,NA,0.0329763505420545,0.166666666666667,10,3,2.5,0.2,0.06,0.05,0.1,0.15,0.25,0.129219147676184,0.0655473525344462,0.0714285714285714,305.603,500,1000,0,10,0,0.03,NA,NA
"sNPDR-signed",13,8,NA,0.0200873544997435,0.0112359550561798,0,0,1,0,0,0.02,0,0,0.1,-0.0143576830751316,-0.0327736762672231,0,85.2190000000001,500,1000,0,10,0,0.03,NA,NA
"LASSO-sNPDR",13,8,NA,0.0179621492591681,0.015625,0,0,4.5,0,0,0.09,0,0,0.45,-0.0143576830751316,-0.0327736762672231,0.166666666666667,105.197,500,1000,0,10,0,0.03,NA,NA
"Cox",13,8,NA,0.0194634802049068,0.00561797752808989,0,0,0,0,0,0,0,0,0,-0.0143576830751316,-0.0327736762672231,-0.0476190476190476,50.7839999999997,500,1000,0,10,0,0.03,NA,NA
"LASSO-Cox",13,8,NA,0.0198815881892106,0.2,5,3,2,0.1,0.06,0.04,0.05,0.15,0.2,0.0574307323005264,0.0655473525344462,0.0476190476190476,100.811,500,1000,0,10,0,0.03,NA,NA
"sNPDR-absolute",13,9,NA,0.0760069582772872,1,5,3,2,0.1,0.06,0.04,0.05,0.15,0.2,0.0574307323005264,0.0655473525344462,0.0476190476190476,279.876,500,1000,0,10,0,0.03,NA,NA
"sNPDR-signed",13,9,NA,0.0204056506922066,0.0188679245283019,0,0,0.5,0,0,0.01,0,0,0.05,-0.0143576830751316,-0.0327736762672231,-0.0238095238095238,129.32,500,1000,0,10,0,0.03,NA,NA
"LASSO-sNPDR",13,9,NA,0.0211476678060202,0.015625,0,0,1.5,0,0,0.03,0,0,0.15,-0.0143576830751316,-0.0327736762672231,0.0238095238095238,28.5129999999999,500,1000,0,10,0,0.03,NA,NA
"Cox",13,9,NA,0.0196834109490717,0.0344827586206897,0,1,1,0,0.02,0.02,0,0.05,0.1,-0.0143576830751316,0,0,3.39999999999964,500,1000,0,10,0,0.03,NA,NA
"SVM",13,9,NA,0.0169394910461842,0.0178571428571429,0,0,0.5,0,0,0.01,0,0,0.05,-0.0143576830751316,-0.0327736762672231,-0.0238095238095238,54.7739999999994,500,1000,0,10,0,0.03,NA,NA
"LASSO-Cox",13,9,NA,0.0198815881892106,0.125,5,3,1.5,0.1,0.06,0.03,0.05,0.15,0.15,0.0574307323005264,0.0655473525344462,0.0238095238095238,65.0749999999998,500,1000,0,10,0,0.03,NA,NA
"sNPDR-absolute",13,10,NA,0.0287588162902817,0.0909090909090909,0,3,2,0,0.06,0.04,0,0.15,0.2,-0.0143576830751316,0.0655473525344462,0.0476190476190476,90.1309999999994,500,1000,0,10,0,0.03,NA,NA
"sNPDR-signed",13,10,NA,0.0179119394706185,0.00854700854700855,0,0,0,0,0,0,0,0,0,-0.0143576830751316,-0.0327736762672231,-0.0476190476190476,98.4949999999999,500,1000,0,10,0,0.03,NA,NA
"LASSO-sNPDR",13,10,NA,0.0169881833768682,0.0153846153846154,0,0,0.5,0,0,0.01,0,0,0.05,-0.0143576830751316,-0.0327736762672231,-0.0238095238095238,28.9110000000001,500,1000,0,10,0,0.03,NA,NA
"Cox",13,10,NA,0.0186354779561101,0.0217391304347826,0,1,0.5,0,0.02,0.01,0,0.05,0.05,-0.0143576830751316,0,-0.0238095238095238,4.54400000000078,500,1000,0,10,0,0.03,NA,NA
