"method","sim_id","fold","c_index","auprc","mrr","ef_at_1pct","ef_at_5pct","ef_at_10pct","precision_at_1pct","precision_at_5pct","precision_at_10pct","recall_at_1pct","recall_at_5pct","recall_at_10pct","mcc_at_1pct","mcc_at_5pct","mcc_at_10pct","runtime","n","p","n_main","n_int","beta_main","beta_int","censparam","lambda"
"LASSO-sNPDR",18,9,NA,0.01,1,100,20,10,1,0.2,0.1,1,1,1,1,0.438085827115181,0.301511344577764,82.6039999999998,200,1000,10,0,0.13,0,NA,NA
"Cox",18,9,NA,0.646390209458854,1,60,18,9,0.6,0.18,0.09,0.6,0.9,0.9,0.595959595959596,0.391971529524109,0.268010084069123,3.1840000000002,200,1000,10,0,0.13,0,NA,NA
"SVM",18,9,NA,0.706792931394841,1,70,18,9,0.7,0.18,0.09,0.7,0.9,0.9,0.696969696969697,0.391971529524109,0.268010084069123,44.4780000000001,200,1000,10,0,0.13,0,NA,NA
"LASSO-Cox",18,9,NA,0.859338857181091,1,80,18,9,0.8,0.18,0.09,0.8,0.9,0.9,0.797979797979798,0.391971529524109,0.268010084069123,82.77,200,1000,10,0,0.13,0,NA,NA
"sNPDR-signed",18,10,NA,0.768653925978571,1,80,16,9,0.8,0.16,0.09,0.8,0.8,0.9,0.797979797979798,0.345857231933037,0.268010084069123,12.1680000000001,200,1000,10,0,0.13,0,NA,NA
"sNPDR-absolute",18,10,NA,0.0962660896292629,0.5,20,8,6,0.2,0.08,0.06,0.2,0.4,0.6,0.191919191919192,0.161400041568751,0.167506302543202,18.047,200,1000,10,0,0.13,0,NA,NA
"LASSO-sNPDR",18,10,NA,0.01,1,100,20,10,1,0.2,0.1,1,1,1,1,0.438085827115181,0.301511344577764,89.7489999999998,200,1000,10,0,0.13,0,NA,NA
"Cox",18,10,NA,0.669320874931784,1,60,16,9,0.6,0.16,0.09,0.6,0.8,0.9,0.595959595959596,0.345857231933037,0.268010084069123,5.25700000000006,200,1000,10,0,0.13,0,NA,NA
"LASSO-Cox",18,10,NA,0.854873978681084,1,80,18,9,0.8,0.18,0.09,0.8,0.9,0.9,0.797979797979798,0.391971529524109,0.268010084069123,83.2850000000003,200,1000,10,0,0.13,0,NA,NA
"sNPDR-signed",19,1,NA,0.982597724602074,1,90,20,10,0.9,0.2,0.1,0.9,1,1,0.898989898989899,0.438085827115181,0.301511344577764,6.10800000000017,200,1000,10,0,0.13,0,NA,NA
"sNPDR-absolute",19,1,NA,0.481656095148865,1,50,14,8,0.5,0.14,0.08,0.5,0.7,0.8,0.494949494949495,0.299742934341966,0.234508823560483,7.06299999999965,200,1000,10,0,0.13,0,NA,NA
"LASSO-sNPDR",19,1,NA,0.0418833833225022,0.5,10,20,10,0.1,0.2,0.1,0.1,1,1,0.0909090909090909,0.438085827115181,0.301511344577764,53.0059999999999,200,1000,10,0,0.13,0,NA,NA
"Cox",19,1,NA,0.965503564256524,1,100,20,10,1,0.2,0.1,1,1,1,1,0.438085827115181,0.301511344577764,5.30999999999995,200,1000,10,0,0.13,0,NA,NA
"SVM",19,1,NA,1,1,100,20,10,1,0.2,0.1,1,1,1,1,0.438085827115181,0.301511344577764,32.2359999999999,200,1000,10,0,0.13,0,NA,NA
"LASSO-Cox",19,1,NA,1,1,100,20,10,1,0.2,0.1,1,1,1,1,0.438085827115181,0.301511344577764,31.558,200,1000,10,0,0.13,0,NA,NA
"sNPDR-signed",19,2,NA,0.959820759572729,1,90,20,10,0.9,0.2,0.1,0.9,1,1,0.898989898989899,0.438085827115181,0.301511344577764,8.86200000000008,200,1000,10,0,0.13,0,NA,NA
"sNPDR-absolute",19,2,NA,0.299204961990355,1,30,12,7,0.3,0.12,0.07,0.3,0.6,0.7,0.292929292929293,0.253628636750894,0.201007563051842,8.14300000000003,200,1000,10,0,0.13,0,NA,NA
"LASSO-sNPDR",19,2,NA,0.012116553586247,0.03125,0,20,10,0,0.2,0.1,0,1,1,-0.0101010101010101,0.438085827115181,0.301511344577764,24.1559999999999,200,1000,10,0,0.13,0,NA,NA
"Cox",19,2,NA,0.917428625636065,1,90,20,10,0.9,0.2,0.1,0.9,1,1,0.898989898989899,0.438085827115181,0.301511344577764,4.13000000000011,200,1000,10,0,0.13,0,NA,NA
"SVM",19,2,NA,0.990468982019568,1,90,20,10,0.9,0.2,0.1,0.9,1,1,0.898989898989899,0.438085827115181,0.301511344577764,16.8119999999999,200,1000,10,0,0.13,0,NA,NA
"LASSO-Cox",19,2,NA,1,1,100,20,10,1,0.2,0.1,1,1,1,1,0.438085827115181,0.301511344577764,12.299,200,1000,10,0,0.13,0,NA,NA
"sNPDR-signed",19,3,NA,0.960283369470653,1,90,20,10,0.9,0.2,0.1,0.9,1,1,0.898989898989899,0.438085827115181,0.301511344577764,4.56899999999996,200,1000,10,0,0.13,0,NA,NA
"sNPDR-absolute",19,3,NA,0.354490269755406,1,50,14,7,0.5,0.14,0.07,0.5,0.7,0.7,0.494949494949495,0.299742934341966,0.201007563051842,5.13200000000006,200,1000,10,0,0.13,0,NA,NA
"LASSO-sNPDR",19,3,NA,0.0418833833225022,0.5,10,20,10,0.1,0.2,0.1,0.1,1,1,0.0909090909090909,0.438085827115181,0.301511344577764,54.683,200,1000,10,0,0.13,0,NA,NA
"Cox",19,3,NA,0.990468982019568,1,100,20,10,1,0.2,0.1,1,1,1,1,0.438085827115181,0.301511344577764,3.03499999999985,200,1000,10,0,0.13,0,NA,NA
"SVM",19,3,NA,1,1,100,20,10,1,0.2,0.1,1,1,1,1,0.438085827115181,0.301511344577764,52.723,200,1000,10,0,0.13,0,NA,NA
"LASSO-Cox",19,3,NA,1,1,100,20,10,1,0.2,0.1,1,1,1,1,0.438085827115181,0.301511344577764,17.116,200,1000,10,0,0.13,0,NA,NA
"sNPDR-signed",19,4,NA,1,1,100,20,10,1,0.2,0.1,1,1,1,1,0.438085827115181,0.301511344577764,14.2040000000002,200,1000,10,0,0.13,0,NA,NA
"sNPDR-absolute",19,4,NA,0.317682515123343,1,40,12,7,0.4,0.12,0.07,0.4,0.6,0.7,0.393939393939394,0.253628636750894,0.201007563051842,11.8499999999999,200,1000,10,0,0.13,0,NA,NA
"LASSO-sNPDR",19,4,NA,0.0417687212943636,0.5,10,20,10,0.1,0.2,0.1,0.1,1,1,0.0909090909090909,0.438085827115181,0.301511344577764,48.652,200,1000,10,0,0.13,0,NA,NA
"Cox",19,4,NA,0.968154626888146,1,90,20,10,0.9,0.2,0.1,0.9,1,1,0.898989898989899,0.438085827115181,0.301511344577764,7.34899999999971,200,1000,10,0,0.13,0,NA,NA
"LASSO-Cox",19,4,NA,1,1,100,20,10,1,0.2,0.1,1,1,1,1,0.438085827115181,0.301511344577764,12.2269999999999,200,1000,10,0,0.13,0,NA,NA
"sNPDR-signed",19,5,NA,0.965451136132156,1,90,20,10,0.9,0.2,0.1,0.9,1,1,0.898989898989899,0.438085827115181,0.301511344577764,8.09699999999975,200,1000,10,0,0.13,0,NA,NA
"sNPDR-absolute",19,5,NA,0.129078367069489,0.333333333333333,30,12,7,0.3,0.12,0.07,0.3,0.6,0.7,0.292929292929293,0.253628636750894,0.201007563051842,12.4780000000001,200,1000,10,0,0.13,0,NA,NA
"LASSO-sNPDR",19,5,NA,0.01,1,100,20,10,1,0.2,0.1,1,1,1,1,0.438085827115181,0.301511344577764,65.931,200,1000,10,0,0.13,0,NA,NA
"Cox",19,5,NA,0.918605774534168,1,90,20,10,0.9,0.2,0.1,0.9,1,1,0.898989898989899,0.438085827115181,0.301511344577764,7.00900000000001,200,1000,10,0,0.13,0,NA,NA
"LASSO-Cox",19,5,NA,1,1,100,20,10,1,0.2,0.1,1,1,1,1,0.438085827115181,0.301511344577764,41.7600000000002,200,1000,10,0,0.13,0,NA,NA
"sNPDR-signed",19,6,NA,0.990468982019568,1,90,20,10,0.9,0.2,0.1,0.9,1,1,0.898989898989899,0.438085827115181,0.301511344577764,4.58999999999969,200,1000,10,0,0.13,0,NA,NA
"sNPDR-absolute",19,6,NA,0.315690014481419,1,30,12,8,0.3,0.12,0.08,0.3,0.6,0.8,0.292929292929293,0.253628636750894,0.234508823560483,11.71,200,1000,10,0,0.13,0,NA,NA
"LASSO-sNPDR",19,6,NA,0.0220655674312284,0.2,10,20,10,0.1,0.2,0.1,0.1,1,1,0.0909090909090909,0.438085827115181,0.301511344577764,56.3179999999998,200,1000,10,0,0.13,0,NA,NA
"Cox",19,6,NA,0.931141372071719,1,90,20,10,0.9,0.2,0.1,0.9,1,1,0.898989898989899,0.438085827115181,0.301511344577764,7.97800000000007,200,1000,10,0,0.13,0,NA,NA
"LASSO-Cox",19,6,NA,1,1,100,20,10,1,0.2,0.1,1,1,1,1,0.438085827115181,0.301511344577764,8.12400000000025,200,1000,10,0,0.13,0,NA,NA
"sNPDR-signed",19,7,NA,0.990468982019568,1,90,20,10,0.9,0.2,0.1,0.9,1,1,0.898989898989899,0.438085827115181,0.301511344577764,6.05200000000013,200,1000,10,0,0.13,0,NA,NA
"sNPDR-absolute",19,7,NA,0.179945862614663,1,20,10,8,0.2,0.1,0.08,0.2,0.5,0.8,0.191919191919192,0.207514339159822,0.234508823560483,19.23,200,1000,10,0,0.13,0,NA,NA
"LASSO-sNPDR",19,7,NA,0.0132411480133314,0.05,0,20,10,0,0.2,0.1,0,1,1,-0.0101010101010101,0.438085827115181,0.301511344577764,47.989,200,1000,10,0,0.13,0,NA,NA
"Cox",19,7,NA,0.901713022142756,1,90,20,10,0.9,0.2,0.1,0.9,1,1,0.898989898989899,0.438085827115181,0.301511344577764,2.47400000000016,200,1000,10,0,0.13,0,NA,NA
"SVM",19,7,NA,0.982597724602074,1,90,20,10,0.9,0.2,0.1,0.9,1,1,0.898989898989899,0.438085827115181,0.301511344577764,11.0099999999998,200,1000,10,0,0.13,0,NA,NA
"LASSO-Cox",19,7,NA,1,1,100,20,10,1,0.2,0.1,1,1,1,1,0.438085827115181,0.301511344577764,31.5709999999999,200,1000,10,0,0.13,0,NA,NA
"sNPDR-signed",19,8,NA,0.959820759572729,1,90,20,10,0.9,0.2,0.1,0.9,1,1,0.898989898989899,0.438085827115181,0.301511344577764,8.30600000000004,200,1000,10,0,0.13,0,NA,NA
"sNPDR-absolute",19,8,NA,0.238484451458437,1,40,14,8,0.4,0.14,0.08,0.4,0.7,0.8,0.393939393939394,0.299742934341966,0.234508823560483,11.9549999999999,200,1000,10,0,0.13,0,NA,NA
"LASSO-sNPDR",19,8,NA,0.01,1,100,20,10,1,0.2,0.1,1,1,1,1,0.438085827115181,0.301511344577764,110.855,200,1000,10,0,0.13,0,NA,NA
"Cox",19,8,NA,0.860355315211758,1,70,20,10,0.7,0.2,0.1,0.7,1,1,0.696969696969697,0.438085827115181,0.301511344577764,7.50900000000001,200,1000,10,0,0.13,0,NA,NA
"LASSO-Cox",19,8,NA,1,1,100,20,10,1,0.2,0.1,1,1,1,1,0.438085827115181,0.301511344577764,64.248,200,1000,10,0,0.13,0,NA,NA
"sNPDR-signed",19,9,NA,0.900043464224307,1,80,20,10,0.8,0.2,0.1,0.8,1,1,0.797979797979798,0.438085827115181,0.301511344577764,20.4560000000001,200,1000,10,0,0.13,0,NA,NA
"sNPDR-absolute",19,9,NA,0.181722470379712,0.5,30,12,7,0.3,0.12,0.07,0.3,0.6,0.7,0.292929292929293,0.253628636750894,0.201007563051842,9.38100000000031,200,1000,10,0,0.13,0,NA,NA
"LASSO-sNPDR",19,9,NA,0.0286001664567761,0.333333333333333,10,2,10,0.1,0.02,0.1,0.1,0.1,1,0.0909090909090909,0.0230571487955358,0.301511344577764,62.134,200,1000,10,0,0.13,0,NA,NA
"Cox",19,9,NA,0.906327908803516,1,90,20,10,0.9,0.2,0.1,0.9,1,1,0.898989898989899,0.438085827115181,0.301511344577764,5.53099999999995,200,1000,10,0,0.13,0,NA,NA
"SVM",19,9,NA,0.959820759572729,1,90,20,10,0.9,0.2,0.1,0.9,1,1,0.898989898989899,0.438085827115181,0.301511344577764,21.2579999999998,200,1000,10,0,0.13,0,NA,NA
"LASSO-Cox",19,9,NA,1,1,100,20,10,1,0.2,0.1,1,1,1,1,0.438085827115181,0.301511344577764,40.6099999999997,200,1000,10,0,0.13,0,NA,NA
"sNPDR-signed",19,10,NA,0.959820759572729,1,90,20,10,0.9,0.2,0.1,0.9,1,1,0.898989898989899,0.438085827115181,0.301511344577764,7.69599999999991,200,1000,10,0,0.13,0,NA,NA
"sNPDR-absolute",19,10,NA,0.281604745001037,1,50,12,7,0.5,0.12,0.07,0.5,0.6,0.7,0.494949494949495,0.253628636750894,0.201007563051842,27.1849999999999,200,1000,10,0,0.13,0,NA,NA
"LASSO-sNPDR",19,10,NA,0.00965913426372353,0.1,10,20,10,0.1,0.2,0.1,0.1,1,1,0.0909090909090909,0.438085827115181,0.301511344577764,33.2239999999997,200,1000,10,0,0.13,0,NA,NA
"Cox",19,10,NA,0.990468982019568,1,100,20,10,1,0.2,0.1,1,1,1,1,0.438085827115181,0.301511344577764,4.71399999999994,200,1000,10,0,0.13,0,NA,NA
"LASSO-Cox",19,10,NA,1,1,100,20,10,1,0.2,0.1,1,1,1,1,0.438085827115181,0.301511344577764,28.6990000000001,200,1000,10,0,0.13,0,NA,NA
"sNPDR-signed",20,1,NA,0.761254409535457,1,70,18,9,0.7,0.18,0.09,0.7,0.9,0.9,0.696969696969697,0.391971529524109,0.268010084069123,14.779,200,1000,10,0,0.13,0,NA,NA
"sNPDR-absolute",20,1,NA,0.122996764850986,1,20,8,7,0.2,0.08,0.07,0.2,0.4,0.7,0.191919191919192,0.161400041568751,0.201007563051842,15.8200000000002,200,1000,10,0,0.13,0,NA,NA
"LASSO-sNPDR",20,1,NA,0.00880961289606438,0.0181818181818182,0,0,10,0,0,0.1,0,0,1,-0.0101010101010101,-0.0230571487955358,0.301511344577764,105.364,200,1000,10,0,0.13,0,NA,NA
"Cox",20,1,NA,0.697290670584232,1,60,20,10,0.6,0.2,0.1,0.6,1,1,0.595959595959596,0.438085827115181,0.301511344577764,2.71600000000035,200,1000,10,0,0.13,0,NA,NA
"LASSO-Cox",20,1,NA,0.932277464895887,1,80,20,10,0.8,0.2,0.1,0.8,1,1,0.797979797979798,0.438085827115181,0.301511344577764,59.3330000000001,200,1000,10,0,0.13,0,NA,NA
"sNPDR-signed",20,2,NA,0.713510591120223,1,80,18,9,0.8,0.18,0.09,0.8,0.9,0.9,0.797979797979798,0.391971529524109,0.268010084069123,60.2999999999997,200,1000,10,0,0.13,0,NA,NA
"sNPDR-absolute",20,2,NA,0.108515834604629,1,30,10,5,0.3,0.1,0.05,0.3,0.5,0.5,0.292929292929293,0.207514339159822,0.134005042034562,23.6689999999999,200,1000,10,0,0.13,0,NA,NA
"LASSO-sNPDR",20,2,NA,0.00926669245068941,0.037037037037037,0,20,10,0,0.2,0.1,0,1,1,-0.0101010101010101,0.438085827115181,0.301511344577764,66.8890000000001,200,1000,10,0,0.13,0,NA,NA
"Cox",20,2,NA,0.650050330361985,1,70,20,10,0.7,0.2,0.1,0.7,1,1,0.696969696969697,0.438085827115181,0.301511344577764,7.79500000000007,200,1000,10,0,0.13,0,NA,NA
"SVM",20,2,NA,0.750627087492182,1,70,20,10,0.7,0.2,0.1,0.7,1,1,0.696969696969697,0.438085827115181,0.301511344577764,25.5369999999998,200,1000,10,0,0.13,0,NA,NA
"LASSO-Cox",20,2,NA,0.912016285901642,1,80,20,10,0.8,0.2,0.1,0.8,1,1,0.797979797979798,0.438085827115181,0.301511344577764,48.9790000000003,200,1000,10,0,0.13,0,NA,NA
"sNPDR-signed",20,3,NA,0.760996476405504,1,70,18,9,0.7,0.18,0.09,0.7,0.9,0.9,0.696969696969697,0.391971529524109,0.268010084069123,12.0349999999999,200,1000,10,0,0.13,0,NA,NA
"sNPDR-absolute",20,3,NA,0.0713838615034091,0.333333333333333,20,8,5,0.2,0.08,0.05,0.2,0.4,0.5,0.191919191919192,0.161400041568751,0.134005042034562,12.9340000000002,200,1000,10,0,0.13,0,NA,NA
"LASSO-sNPDR",20,3,NA,0.00928629074185038,0.0384615384615385,0,20,10,0,0.2,0.1,0,1,1,-0.0101010101010101,0.438085827115181,0.301511344577764,81.7779999999998,200,1000,10,0,0.13,0,NA,NA
"Cox",20,3,NA,0.630802423524489,1,60,18,10,0.6,0.18,0.1,0.6,0.9,1,0.595959595959596,0.391971529524109,0.301511344577764,9.76800000000003,200,1000,10,0,0.13,0,NA,NA
"SVM",20,3,NA,0.713766903085481,1,60,20,10,0.6,0.2,0.1,0.6,1,1,0.595959595959596,0.438085827115181,0.301511344577764,47.337,200,1000,10,0,0.13,0,NA,NA
"LASSO-Cox",20,3,NA,0.830050424236228,1,80,20,10,0.8,0.2,0.1,0.8,1,1,0.797979797979798,0.438085827115181,0.301511344577764,35.3029999999999,200,1000,10,0,0.13,0,NA,NA
"sNPDR-signed",20,4,NA,0.741395821599904,1,70,16,9,0.7,0.16,0.09,0.7,0.8,0.9,0.696969696969697,0.345857231933037,0.268010084069123,12.7159999999999,200,1000,10,0,0.13,0,NA,NA
"sNPDR-absolute",20,4,NA,0.155859862922039,1,20,12,7,0.2,0.12,0.07,0.2,0.6,0.7,0.191919191919192,0.253628636750894,0.201007563051842,21.0119999999997,200,1000,10,0,0.13,0,NA,NA
"LASSO-sNPDR",20,4,NA,0.00985476561106648,0.25,70,20,10,0.7,0.2,0.1,0.7,1,1,0.696969696969697,0.438085827115181,0.301511344577764,57.6640000000002,200,1000,10,0,0.13,0,NA,NA
"Cox",20,4,NA,0.723572546033857,1,60,20,10,0.6,0.2,0.1,0.6,1,1,0.595959595959596,0.438085827115181,0.301511344577764,8.01500000000033,200,1000,10,0,0.13,0,NA,NA
"SVM",20,4,NA,0.762516735571377,1,70,20,10,0.7,0.2,0.1,0.7,1,1,0.696969696969697,0.438085827115181,0.301511344577764,25.732,200,1000,10,0,0.13,0,NA,NA
"LASSO-Cox",20,4,NA,0.916689622543035,1,80,20,10,0.8,0.2,0.1,0.8,1,1,0.797979797979798,0.438085827115181,0.301511344577764,56.1849999999999,200,1000,10,0,0.13,0,NA,NA
"sNPDR-signed",20,5,NA,0.728791577170716,1,70,16,9,0.7,0.16,0.09,0.7,0.8,0.9,0.696969696969697,0.345857231933037,0.268010084069123,7.78099999999995,200,1000,10,0,0.13,0,NA,NA
"sNPDR-absolute",20,5,NA,0.113060314921492,1,20,8,5,0.2,0.08,0.05,0.2,0.4,0.5,0.191919191919192,0.161400041568751,0.134005042034562,6.25800000000027,200,1000,10,0,0.13,0,NA,NA
"LASSO-sNPDR",20,5,NA,0.00941119798395303,0.05,0,20,10,0,0.2,0.1,0,1,1,-0.0101010101010101,0.438085827115181,0.301511344577764,64.1489999999999,200,1000,10,0,0.13,0,NA,NA
"Cox",20,5,NA,0.69944182551743,1,70,18,10,0.7,0.18,0.1,0.7,0.9,1,0.696969696969697,0.391971529524109,0.301511344577764,5.54899999999998,200,1000,10,0,0.13,0,NA,NA
"LASSO-Cox",20,5,NA,0.885429798431414,1,80,20,10,0.8,0.2,0.1,0.8,1,1,0.797979797979798,0.438085827115181,0.301511344577764,13.4940000000001,200,1000,10,0,0.13,0,NA,NA
"sNPDR-signed",20,6,NA,0.728804993272103,1,70,16,9,0.7,0.16,0.09,0.7,0.8,0.9,0.696969696969697,0.345857231933037,0.268010084069123,18.2330000000002,200,1000,10,0,0.13,0,NA,NA
"sNPDR-absolute",20,6,NA,0.0874230985899057,1,30,8,6,0.3,0.08,0.06,0.3,0.4,0.6,0.292929292929293,0.161400041568751,0.167506302543202,38.0299999999997,200,1000,10,0,0.13,0,NA,NA
"LASSO-sNPDR",20,6,NA,0.00950299594250613,0.0625,0,20,10,0,0.2,0.1,0,1,1,-0.0101010101010101,0.438085827115181,0.301511344577764,103.794,200,1000,10,0,0.13,0,NA,NA
"Cox",20,6,NA,0.577006385510273,1,70,14,10,0.7,0.14,0.1,0.7,0.7,1,0.696969696969697,0.299742934341966,0.301511344577764,9.11699999999973,200,1000,10,0,0.13,0,NA,NA
"SVM",20,6,NA,0.620292279621174,1,70,20,10,0.7,0.2,0.1,0.7,1,1,0.696969696969697,0.438085827115181,0.301511344577764,32.5890000000004,200,1000,10,0,0.13,0,NA,NA
"LASSO-Cox",20,6,NA,0.845140179319047,1,80,18,9,0.8,0.18,0.09,0.8,0.9,0.9,0.797979797979798,0.391971529524109,0.268010084069123,29.2070000000003,200,1000,10,0,0.13,0,NA,NA
"sNPDR-signed",20,7,NA,0.708268063488571,1,60,18,9,0.6,0.18,0.09,0.6,0.9,0.9,0.595959595959596,0.391971529524109,0.268010084069123,4.53500000000031,200,1000,10,0,0.13,0,NA,NA
"sNPDR-absolute",20,7,NA,0.0793620951173854,0.5,20,8,5,0.2,0.08,0.05,0.2,0.4,0.5,0.191919191919192,0.161400041568751,0.134005042034562,4.54400000000032,200,1000,10,0,0.13,0,NA,NA
"LASSO-sNPDR",20,7,NA,0.00845965043595689,0.0120481927710843,0,0,10,0,0,0.1,0,0,1,-0.0101010101010101,-0.0230571487955358,0.301511344577764,34.0550000000003,200,1000,10,0,0.13,0,NA,NA
"Cox",20,7,NA,0.498243018704865,1,60,18,10,0.6,0.18,0.1,0.6,0.9,1,0.595959595959596,0.391971529524109,0.301511344577764,2.54099999999971,200,1000,10,0,0.13,0,NA,NA
"SVM",20,7,NA,0.571292225215189,0.5,60,20,10,0.6,0.2,0.1,0.6,1,1,0.595959595959596,0.438085827115181,0.301511344577764,15.3779999999997,200,1000,10,0,0.13,0,NA,NA
"LASSO-Cox",20,7,NA,0.806206769458688,1,80,18,9,0.8,0.18,0.09,0.8,0.9,0.9,0.797979797979798,0.391971529524109,0.268010084069123,63.5269999999996,200,1000,10,0,0.13,0,NA,NA
"sNPDR-signed",20,8,NA,0.717075296809185,1,70,16,9,0.7,0.16,0.09,0.7,0.8,0.9,0.696969696969697,0.345857231933037,0.268010084069123,7.54500000000007,200,1000,10,0,0.13,0,NA,NA
"sNPDR-absolute",20,8,NA,0.106544591223241,1,20,10,6,0.2,0.1,0.06,0.2,0.5,0.6,0.191919191919192,0.207514339159822,0.167506302543202,13.2719999999999,200,1000,10,0,0.13,0,NA,NA
"LASSO-sNPDR",20,8,NA,0.00919123459539165,0.032258064516129,0,20,10,0,0.2,0.1,0,1,1,-0.0101010101010101,0.438085827115181,0.301511344577764,62.6219999999998,200,1000,10,0,0.13,0,NA,NA
"Cox",20,8,NA,0.681330970228065,1,60,18,9,0.6,0.18,0.09,0.6,0.9,0.9,0.595959595959596,0.391971529524109,0.268010084069123,8.10800000000017,200,1000,10,0,0.13,0,NA,NA
"SVM",20,8,NA,0.720514832988107,1,60,18,9,0.6,0.18,0.09,0.6,0.9,0.9,0.595959595959596,0.391971529524109,0.268010084069123,40.4670000000001,200,1000,10,0,0.13,0,NA,NA
"LASSO-Cox",20,8,NA,0.907121995161268,1,80,20,10,0.8,0.2,0.1,0.8,1,1,0.797979797979798,0.438085827115181,0.301511344577764,68.9569999999999,200,1000,10,0,0.13,0,NA,NA
"sNPDR-signed",20,9,NA,0.707450234317871,1,70,16,9,0.7,0.16,0.09,0.7,0.8,0.9,0.696969696969697,0.345857231933037,0.268010084069123,6.96300000000019,200,1000,10,0,0.13,0,NA,NA
"sNPDR-absolute",20,9,NA,0.0590873062998058,0.333333333333333,10,8,5,0.1,0.08,0.05,0.1,0.4,0.5,0.0909090909090909,0.161400041568751,0.134005042034562,16.8379999999997,200,1000,10,0,0.13,0,NA,NA
"LASSO-sNPDR",20,9,NA,0.0092284011845396,0.0344827586206897,0,20,10,0,0.2,0.1,0,1,1,-0.0101010101010101,0.438085827115181,0.301511344577764,56.8600000000001,200,1000,10,0,0.13,0,NA,NA
"Cox",20,9,NA,0.672886893334576,1,60,18,9,0.6,0.18,0.09,0.6,0.9,0.9,0.595959595959596,0.391971529524109,0.268010084069123,5.57999999999993,200,1000,10,0,0.13,0,NA,NA
"SVM",20,9,NA,0.717709729055908,1,60,18,9,0.6,0.18,0.09,0.6,0.9,0.9,0.595959595959596,0.391971529524109,0.268010084069123,29.857,200,1000,10,0,0.13,0,NA,NA
"LASSO-Cox",20,9,NA,0.875563441410374,1,80,20,10,0.8,0.2,0.1,0.8,1,1,0.797979797979798,0.438085827115181,0.301511344577764,26.3629999999998,200,1000,10,0,0.13,0,NA,NA
"sNPDR-signed",20,10,NA,0.752790985428669,1,70,18,9,0.7,0.18,0.09,0.7,0.9,0.9,0.696969696969697,0.391971529524109,0.268010084069123,9.55199999999968,200,1000,10,0,0.13,0,NA,NA
"sNPDR-absolute",20,10,NA,0.153632157459893,1,20,10,8,0.2,0.1,0.08,0.2,0.5,0.8,0.191919191919192,0.207514339159822,0.234508823560483,8.17299999999977,200,1000,10,0,0.13,0,NA,NA
"LASSO-sNPDR",20,10,NA,0.00926669245068941,0.037037037037037,0,20,10,0,0.2,0.1,0,1,1,-0.0101010101010101,0.438085827115181,0.301511344577764,77.8800000000001,200,1000,10,0,0.13,0,NA,NA
"Cox",20,10,NA,0.682510914455696,1,60,18,10,0.6,0.18,0.1,0.6,0.9,1,0.595959595959596,0.391971529524109,0.301511344577764,11.3959999999997,200,1000,10,0,0.13,0,NA,NA
"SVM",20,10,NA,0.729189808663116,1,60,18,10,0.6,0.18,0.1,0.6,0.9,1,0.595959595959596,0.391971529524109,0.301511344577764,20.9210000000003,200,1000,10,0,0.13,0,NA,NA
"LASSO-Cox",20,10,NA,0.959820759572729,1,90,20,10,0.9,0.2,0.1,0.9,1,1,0.898989898989899,0.438085827115181,0.301511344577764,24.6419999999998,200,1000,10,0,0.13,0,NA,NA
"sNPDR-signed",1,1,NA,0.778736315266364,1,70,18,9,0.7,0.18,0.09,0.7,0.9,0.9,0.696969696969697,0.391971529524109,0.268010084069123,16.6869999999999,200,1000,10,0,0.2,0,NA,NA
"sNPDR-absolute",1,1,NA,0.231008709111466,1,20,8,4,0.2,0.08,0.04,0.2,0.4,0.4,0.191919191919192,0.161400041568751,0.100503781525921,7.59299999999985,200,1000,10,0,0.2,0,NA,NA
"LASSO-sNPDR",1,1,NA,0.0120059599836767,0.03125,0,20,10,0,0.2,0.1,0,1,1,-0.0101010101010101,0.438085827115181,0.301511344577764,78.21,200,1000,10,0,0.2,0,NA,NA
"Cox",1,1,NA,0.782191340267859,1,70,18,9,0.7,0.18,0.09,0.7,0.9,0.9,0.696969696969697,0.391971529524109,0.268010084069123,4.22599999999966,200,1000,10,0,0.2,0,NA,NA
"LASSO-Cox",1,1,NA,1,1,100,20,10,1,0.2,0.1,1,1,1,1,0.438085827115181,0.301511344577764,23.6010000000001,200,1000,10,0,0.2,0,NA,NA
"sNPDR-signed",1,2,NA,0.688366677083286,1,70,16,9,0.7,0.16,0.09,0.7,0.8,0.9,0.696969696969697,0.345857231933037,0.268010084069123,15.0909999999999,200,1000,10,0,0.2,0,NA,NA
"sNPDR-absolute",1,2,NA,0.342198147662972,1,40,10,5,0.4,0.1,0.05,0.4,0.5,0.5,0.393939393939394,0.207514339159822,0.134005042034562,6.23400000000038,200,1000,10,0,0.2,0,NA,NA
"LASSO-sNPDR",1,2,NA,0.0110337662797389,0.0217391304347826,0,2,10,0,0.02,0.1,0,0.1,1,-0.0101010101010101,0.0230571487955358,0.301511344577764,85.7919999999999,200,1000,10,0,0.2,0,NA,NA
"Cox",1,2,NA,0.717323349121507,1,60,18,10,0.6,0.18,0.1,0.6,0.9,1,0.595959595959596,0.391971529524109,0.301511344577764,4.88099999999986,200,1000,10,0,0.2,0,NA,NA
"SVM",1,2,NA,0.716495238158274,1,60,20,10,0.6,0.2,0.1,0.6,1,1,0.595959595959596,0.438085827115181,0.301511344577764,23.6590000000001,200,1000,10,0,0.2,0,NA,NA
