"","Feature","Beta","P.Value"
"225","SLC34A1.1",-1.50865576877946,0.00339706114262462
"226","LOC285194",-1.50799036465203,0.0215170978118443
"227","AGXT",-1.50734235491824,0.0315362178782437
"228","GH2.1",-1.50723387139727,0.0950677107814179
"229","C1orf220",1.50442742135392,0.0473715213029856
"230","CCDC7",1.50189342826451,0.0574375549276634
"231","LOC284751",-1.49876647171753,0.026655815588756
"232","SERPIND1",-1.49875804758681,0.018095983100342
"233","LOC388387.1",1.49873427258899,0.0502528713899813
"234","NCRNA00230A",1.49796275664677,0.123114976851005
"235","ERVWE1",-1.49673745840568,0.00376190698431982
"236","DOCK6.3",-1.49411649468982,0.00850091157924408
"237","NCKIPSD.1",-1.49296569984996,0.00504016753381658
"238","AGBL3",1.49278624388922,0.14960151039974
"239","CPXCR1",-1.49087167030337,0.109232948777564
"240","IDS.4",-1.49056850139984,0.0426682353279736
"241","ADRA1A.3",-1.48906356844023,0.0237041722674206
"242","C9orf29",-1.4884761987135,0.12136497480839
"243","PTGER3.6",1.48707480239141,0.0486733025943651
"244","FKSG83",1.48655918376607,0.0776954881573951
"245","LOC646241.1",1.48608658138179,0.0253762683189006
"246","LOC100093698",1.48569933980437,0.0528176898304246
"247","MKL2.1",1.48498575605204,0.0224968498891343
"248","PHLDA2.2",-1.48460361562853,0.0894939646364343
"249","MYLK.2",1.48366775362369,0.0454898598357528
"250","TFE3.1",-1.47741250667626,0.00888984853222132
"251","GALNT5.3",1.47470974841071,0.0415626825915716
"252","CXorf58",-1.47464693554873,0.0573893716162009
"253","SLCO5A1",-1.47159868072893,0.00386021797636826
"254","CLASP2.5",1.47063039059433,0.00906710251968771
"255","SERP2.5",1.47044587136104,0.0628947586726475
"256","NIPAL2.1",1.46748867400098,0.0502678314349666
"257","SH3GL1P1",-1.46493562219749,0.0904292680344165
"258","RPS20",1.46484725758727,0.00441649627715493
"259","LOC285501",1.46244140108556,0.0511667945191954
"260","RACGAP1P",1.46076831488562,0.0811907888804455
"261","IL1RAPL1.1",-1.46045600250037,0.00784862379524223
"262","FBXO4",-1.45926595786669,0.141241186400109
"263","C9orf47.1",-1.45871952066773,0.0250273355611843
"264","LOC100508951",1.45843152267067,0.0341861621278044
"265","SLC17A1",1.45840517004661,0.104611684452011
"266","YWHAB.2",1.45810970120052,0.000417793183151999
"267","ODF3B",-1.45463375996108,0.00207855426645929
"268","PTCHD2.1",-1.45398892786768,0.0142923712446022
"269","LOC100510080",-1.45098982884727,0.019716653551709
"270","ONECUT2.2",-1.44985701446715,0.146857818457271
"271","HPRT1",-1.44928714743038,0.249659975627005
"272","LOC253039.2",-1.44734329947542,0.0205011102287803
"273","DIRC1",1.44436897278349,0.0118960902770708
"274","C12orf77",1.44237606712617,0.0880983173254606
"275","SAMD15.1",-1.44003705465387,0.00391509684113779
"276","AP1S3.3",-1.43778063373169,0.00028972537125996
"277","LOC339468",1.43701584995448,0.0635554558940248
"278","SCARB1.3",1.43689910381516,0.046860797665266
"279","TREML2P1",-1.43442768323958,0.00959653138514168
"280","RHOB.1",1.43348209325808,0.241494613790134
"281","STT3B.2",-1.43163973559455,0.000844125526466397
"282","C20orf26.1",-1.43125639268968,0.0143741138673166
"283","TP53AIP1",1.42980225375197,0.0686448066301213
"284","NTN1",-1.4288461654522,0.0113900742103362
"285","KCNH4",-1.42637595147785,0.00114967893536887
"286","FLG2",1.42498255922541,0.0651987521541196
"287","VENTXP1.1",-1.42440739755544,0.00803847080125407
"288","CYLC1",-1.42257130010682,0.0973252334033032
"289","ATPBD4",-1.42121543967823,0.112917211576123
"290","DAZL",1.4190644856589,0.0761955703245737
"291","C15orf56",-1.41726692386364,0.000420604286359294
"292","MARVELD1.1",-1.41555876652099,0.0160719705766321
"293","LOC283485",-1.41548756239968,0.00637889303048059
"294","C10orf53",-1.41431418447223,0.0151218339855348
"295","KIAA1239",1.41211612014176,0.000897031690900953
"296","ZNF480",-1.41183009311346,0.00166593035130462
"297","FERMT1",-1.41182231917358,0.0962657755220483
"298","NCRNA00119.1",1.41084329641626,0.0561049100729187
"299","TMEM74.2",1.41077201876714,0.0294593458298884
"300","MTFR1.2",1.40848712725492,0.143494378624715
"301","`ZNRD1-AS.3`",1.40847596029448,0.117879398784491
"302","SPAG17",-1.40655323430322,0.00548659332495873
"303","PCDHGB7",1.40645416032509,0.228231815749364
"304","PIK3C2A.3",1.40360884114412,0.166772942347809
"305","LOC100128496",-1.40310253837567,0.0144412848049392
"306","MUSTN1",-1.40249901594407,0.0262568601439727
"307","LRRC63",1.40192821749393,0.177594369441364
"308","HNF4G",-1.40128203019987,0.0461637425955576
"309","TRAP1.1",1.40005987610519,0.0675927611927121
"310","GPR98.3",1.39645296113496,0.0126756601647018
"311","LOC285456",1.39631164492135,0.0602111611353278
"312","ARHGEF12.12",1.39309565744152,0.0489279161597253
"313","PRSS54",-1.39206607321742,0.0133664511265851
"314","TCEA1.1",-1.39122881369671,0.0141184880641609
"315","RGS1.1",1.39110715889084,0.179267193775509
"316","VSX1.2",-1.39105437794395,0.0443189376290097
"317","TACO1.1",-1.38931269437481,0.0265298740808509
"318","PLCH1.2",-1.38864622673169,0.0921052590290371
"319","LOC644450.1",-1.38678247608878,0.0583772816620311
"320","LOC158434",-1.38572557699422,0.171889804972753
"321","ADAMTS20",1.38510954561701,0.06510193418736
"322","C1orf83",1.3809872870268,0.155372370894446
"323","RSPH4A",-1.37758199564139,0.023882120190343
"324","LOC440061",1.37614656374142,0.132622146785024
"325","ADAM7.1",1.37573592143997,0.161526643093493
"326","LOC100505633",1.37390312639668,0.085645484434072
"327","DLC1.4",1.37081505928371,0.0828015209643011
"328","THPO",1.3703368992224,0.0932542983386033
"329","PANK2.1",-1.36872395177471,0.00850107273200379
"330","GRAPL.2",-1.36710225579013,0.0313415739099588
"331","LOC157740",-1.36655817933431,0.0887963615775115
"332","ZNF396.3",-1.3657533754573,0.000783792754993143
"333","DNAH11.1",-1.36542817054093,0.0542503231852001
"334","MEPE",-1.36473395930661,0.00606663302741289
"335","LOC57399",-1.35939982390551,0.111608682720949
"336","MYPN",1.35871474040205,0.0455335523171665
"337","ASB4.2",1.35825220510644,0.24101476964512
"338","EIF4ENIF1.1",-1.35809068315578,0.0762240938298644
"339","FLJ31713",-1.35649368792699,0.0251133381365491
"340","CDNF",-1.35572926725224,0.028374645571864
"341","FLJ35409",1.35533801440546,0.156887867459552
"342","CA7",-1.35477945342436,0.00250832830004184
"343","LOC100287221",1.35354004444778,0.0553187694234396
"344","ITIH5L",-1.35343652292395,0.0301626534564796
"345","LAYN.1",1.35338015549249,0.000916996946772238
"346","EXOC3L.1",-1.35308530113575,0.00124079295430866
"347","LILRB4",1.35300632950893,0.176465346941729
"348","CCDC46",-1.35167626364339,0.0119872929972213
"349","AREG.1",1.35052681155835,0.201869745414398
"350","BRP44L.1",-1.350402033245,0.0449173959273356
"351","PCDHGA11",-1.34882237743765,0.0345265249611873
"352","RPS23",1.34818218096122,0.0152571635777037
"353","LOC339978",-1.34808024648751,0.0110343617473501
"354","LOC100133308.1",1.34733124914773,0.138101973958385
"355","ZNF3.2",-1.34495446923325,0.0262477069910186
"356","RAG1",1.34430474698587,0.150150671749947
"357","RAB7A.2",1.34403405208664,0.155042277224826
"358","ZNF417",-1.34356741443942,0.193375919832138
"359","ACOXL",-1.34346180397222,0.081065059801666
"360","MAOB.1",1.34338523269024,0.0603920732302792
"361","CEACAM21.2",1.34279672006308,0.0889642079369859
"362","CHDH.2",-1.34153784504796,0.00526549715541989
"363","SLMAP",-1.34129125633778,0.0954049971583556
"364","ACTL9",-1.34062010984951,0.00527026272335306
"365","DTWD1.4",1.3406160140719,0.0814978557001637
"366","WDR41.2",1.33888877128544,0.0576753721284419
"367","PSMG4.4",-1.33779422168716,0.293222515007437
"368","ANKRD36BP2.2",-1.33762599292628,0.170031435540562
"369","AKAP13.2",1.33681878887374,0.0862348258026697
"370","LOC100288525",-1.33630112091237,0.00547606855066212
"371","LOC100506430",-1.33566473911718,0.0135510070347489
"372","LOC285370",-1.33556156238953,0.188801372704208
"373","ZNF326.1",-1.33343314018005,0.0789530681371262
"374","KCNV2",-1.33307142697848,0.0763423963711505
"375","OR2H1.2",1.33101160836013,0.224955294133347
"376","FBXW2.4",-1.33077546635812,0.0143859950959944
"377","LOC285045",-1.33060897125477,0.107389408758667
"378","LOC642345",1.32890409972648,0.0490354028526613
"379","C3orf56",1.32862785296949,0.0901465180061692
"380","LOC285692",-1.3284288537703,0.0780318219468659
"381","NCRNA00226",-1.32806309691864,0.132198684373674
"382","HERC2.1",-1.32781514233042,0.00180473534232885
"383","PHLDB1",1.32779631731307,5.72253812262793e-06
"384","DBT.3",-1.32655879544727,0.0874209022334029
"385","ZNF780B",1.32618848633114,0.0280538315181117
"386","CCDC65.2",1.32596575349993,0.127333448288699
"387","FLJ10661",-1.32573723044358,0.0103410491015495
"388","SLC6A6.1",-1.3244211383174,0.00337792868925844
"389","C21orf131",-1.32273005192714,0.128655165813864
"390","GCM2",-1.3218593632284,0.226620029444869
"391","ALOXE3.1",-1.32105807772661,0.0129804369741869
"392","PDE4D",-1.3191276504551,0.00633153350434441
"393","GPR31",-1.3189661147403,0.010590780152386
"394","PARD3B.2",-1.31887361348291,0.0269090191948378
"395","LOC643923",1.31734427045307,0.0181039350623533
"396","TRPM1.3",-1.31734192170787,0.0553077154634557
"397","LOC100506860",1.31688877263834,0.0890657406604991
"398","`CELA2A /// CELA2B`",-1.31496189879516,0.069645726882022
"399","ITGB1.5",1.31288627271893,0.232003384218353
"400","`LOC100294020 /// POM121L10P /// POM121L1P /// POM121L4P /// POM121L8P /// POM121L9P`",-1.31232836851157,0.077956383501476
"401","G6PC.1",-1.31195044498763,0.166597358904717
"402","HMGB1.2",1.31164844598851,0.00310928873330103
"403","PTGFR",1.311016854286,0.00786420174804019
"404","FCRLA.1",-1.308104609854,0.0184273239875489
"405","CHDH",-1.30637796873473,0.0771235440963791
"406","TRPM6.1",-1.30537766528372,0.01897115106994
"407","RASGRF1.3",-1.30507362181868,0.00675356444380134
"408","RNF144A",1.30361575422188,0.0304027443305075
"409","CYP26B1.1",-1.30237367727748,0.00588460960853544
"410","BTN2A3",-1.30024806188953,0.028130935388301
"411","FAM53B",-1.2996096650013,0.0839033179743451
"412","ZNF620",1.29928935238697,0.171354601917516
"413","TCEB3B",1.29777156238669,0.032991116602293
"414","CCDC108.1",-1.29735827754522,0.0298536382157239
"415","AMAC1",-1.29724890577057,0.0940775113221797
"416","POU3F4",-1.29690033996331,0.0153715470372865
"417","`POM121L1P /// POM121L8P /// POM121L9P`",-1.29676341042875,0.00900829582434907
"418","MAK",-1.29584385289631,0.00730551661034742
"419","PITPNC1.2",-1.29556358884145,0.029889158762073
"420","LOC100508528",-1.29541735469707,0.0450762330454417
"421","FANCC.2",-1.29538778089603,0.0454513335091034
"422","PCDP1.2",1.29438941605277,0.0647850097605454
"423","LOC728743.2",-1.29260002072804,0.031657290145822
"424","LOC100506379",1.2923740537958,0.17139109481245
"425","MTIF3.1",-1.29151956888217,0.148232153058503
"426","C18orf16",1.29113276249725,0.208528398016004
"427","ARPP21.3",-1.29071995278041,0.141623653065257
"428","C22orf42.1",1.29014687952791,0.0794338583564005
"429","FSHR",-1.28906522701318,0.0395512808272181
"430","EFCAB5.1",1.28880922433942,0.133171990287614
"431","SNORD8",-1.28757165366834,0.0815181514250159
"432","CCDC103",-1.28726393831206,0.000689617044034633
"433","C8orf54",1.28714841558334,0.040479692149271
"434","FSTL4.2",-1.28702913758067,0.0153818139469233
"435","DNAH14",1.28641896106238,0.171519376726295
"436","AK7.3",-1.28554507496649,0.00405661514063467
"437","SGTB.1",1.28522056789227,0.107171499269041
"438","MCM3AP.1",-1.28259982546995,0.0875240647020998
"439","FGF7",1.28251025142438,0.210972021987451
"440","LOC643837.4",-1.28225656184249,0.0631339072237438
"441","DNASE1L3",-1.28139848975713,0.00765565870878723
"442","ODF2L.3",-1.27961506283764,0.0383828592601776
"443","DEFB126.1",-1.27957610471817,0.201647345159344
"444","CNBD1",1.27830936134107,0.0927849832259557
"445","WWC2.3",-1.2766593245889,0.025412052738574
"446","CDH24",-1.27494832007514,0.00639493428950604
"447","RPS21",1.27473173047406,0.0107501441346485
"448","LOC100287241",-1.2746511770862,0.00384272781125541
"449","STOML3",-1.27398486728538,0.00544506809191759
"450","LOC100131298",1.27370339309251,0.196271446781429
"451","NPVF",-1.27325019466628,0.11286291548999
"452","NUP188.1",-1.27277903400187,0.00766877338769599
"453","C17orf66",-1.27259539265898,0.0641082608831097
"454","KIF2A.2",-1.27217647126202,0.0909167354436025
"455","RAB27B",-1.27154167252878,0.011617893189985
"456","TFEC.2",1.27119698517976,0.0753187377391811
"457","LOC728175.1",-1.27070218228512,0.0207648967805118
"458","DBC1",-1.2695278009089,0.0957456382653916
"459","FAM120AOS.1",-1.26877536729183,0.0628947417669597
"460","USP36",1.26867679967421,0.0418311697922546
"461","KIAA1257.1",-1.26827233349402,0.120963089901737
"462","LOC100133920",-1.26811049459088,0.145155850702551
"463","LOC284788",-1.26741363412256,0.049116300683871
"464","LOC100129129.1",-1.26736055300557,0.149934760264999
"465","MMP27",1.26668005748473,0.0305866272031805
"466","ESR2.2",-1.26625097817402,0.00438046771174957
"467","OR9A1P.1",-1.26605552840375,0.169369913197283
"468","`C4A /// C4B /// LOC100509001`",1.26415033734615,0.0433293686358625
"469","PTPRD.3",1.26325710240761,0.181683911158472
"470","AMZ1.1",-1.26306172472537,0.0748582172869834
"471","CMTM6",-1.26058438336751,0.240070074024474
"472","THPO.1",1.25982364425547,0.114508773361495
"473","ZNF70",1.25979782721655,0.0318799775793946
"474","FARP1.1",1.25941080954775,0.00635345870260626
"475","LOC100132234",-1.25938917313002,0.0543660781837603
"476","FETUB.1",-1.25875360617192,0.166759241772795
"477","LOC100288412",-1.25857699805837,0.0170957177839735
"478","PDE5A.5",-1.25632649561015,0.0219733631918854
"479","`FAM22A /// FAM22B /// FAM22D /// FAM22E`",-1.25631032457608,0.0223809950983326
"480","NHEDC1.1",1.2545226270321,0.0979350675784393
"481","OR10A4",-1.25413503391141,0.0290481098989635
"482","FBXO10",-1.25412806770464,0.0533269430039388
"483","ZFAND5.3",-1.25042643833125,0.0555844111433873
"484","OTX2",1.24897675644186,0.0214153892707949
"485","TRPC5",1.24823127366788,0.244791326119022
"486","RGS7BP",-1.24711516565251,0.0208517098796901
"487","NEUROD4",-1.24688246562408,0.0169715737914036
"488","LOC126536",1.24637677350437,0.0476986135100335
"489","PHF2",-1.24627527566731,0.0497294507739352
"490","FAM84A.5",1.24622374506622,0.11765526433169
"491","ERGIC3",-1.24621487348131,0.00294025942077448
"492","TRAF5",1.24544480626989,0.133667268121443
"493","TTF2",-1.24460516689138,0.0735652007993046
"494","DNAH11",-1.24405374304902,0.000178102361570641
"495","TMEM229B",-1.24268102816293,0.0165371583481395
"496","FRA10AC1.1",1.24217368013627,0.0112030055696081
"497","GPLD1.4",-1.2419080329858,0.0330194362258504
"498","DHRS7.3",-1.24185351481111,0.0362669911491143
"499","SSX1.1",-1.23907783929215,0.128073457265798
"500","KIF1A.1",1.23893137593888,0.0517083735308599
"501","ZNF732.1",1.23883969145931,0.128137380672524
"502","PIGK",1.2378142670049,0.25339048506557
"503","C22orf33",1.23775732671273,0.0905172007125163
"504","MGC34796",-1.23701687231027,0.00888247896643939
"505","TMPRSS15",1.23679631242628,0.126654987590726
