"","beta","Std. Error","z value","Pr(>|z|)","Feature","p.adj"
"HOXA5",0.136796708372198,0.00779853794206917,17.5413275396468,6.92896547710255e-69,"HOXA5",6.92896547710255e-66
"ITGBL1.2",0.135826215512801,0.0103110440269539,13.1728867763284,1.25697931835381e-39,"ITGBL1.2",1.25697931835381e-36
"KANK4",0.135576252221794,0.00979572650118482,13.840346829344,1.45502847480627e-43,"KANK4",1.45502847480627e-40
"RNF182",0.134782334548969,0.00820689975790532,16.4230511551137,1.30819700493733e-60,"RNF182",1.30819700493734e-57
"LOC613266",0.133126888783771,0.00601105109562662,22.1470233185388,1.11443346019258e-108,"LOC613266",1.11443346019258e-105
"LOC100506621",0.131752553511778,0.00961295076324759,13.7057347693381,9.38127892441009e-43,"LOC100506621",9.38127892441009e-40
"FLJ39632.2",0.131144344737351,0.00855330660927736,15.3325901581857,4.63144100252376e-53,"FLJ39632.2",4.63144100252376e-50
"CCDC80.1",0.130400912545202,0.0106122121351882,12.2878162332258,1.05312611795487e-34,"CCDC80.1",1.05312611795487e-31
"NR2F1",0.130362103394766,0.00963875953504824,13.5247801255697,1.11677053181201e-41,"NR2F1",1.11677053181201e-38
"RBMS3.3",0.130125258999676,0.0103408297889482,12.5836380305522,2.59784713347622e-36,"RBMS3.3",2.59784713347622e-33
"FAM84A",0.130076654306095,0.007355324331561,17.6846932157632,5.50197060681594e-70,"FAM84A",5.50197060681594e-67
"SPARC.1",0.128399746994363,0.0142624550503973,9.00263990600879,2.20354129288264e-19,"SPARC.1",2.20354129288264e-16
"COL5A1",0.127335992974164,0.0115986553439471,10.978513387814,4.84836584297804e-28,"COL5A1",4.84836584297804e-25
"MMP11.2",0.126659610451051,0.0100952179218865,12.5464959182756,4.1549312278843e-36,"MMP11.2",4.1549312278843e-33
"INHBA.1",0.125905470634527,0.0108143068765021,11.6424910142046,2.50588126896947e-31,"INHBA.1",2.50588126896947e-28
"LRRN1",0.125631340448217,0.00924670416473503,13.5866075317245,4.80857179006188e-42,"LRRN1",4.80857179006188e-39
"TUBB2B",0.125362355956078,0.00696243651910843,18.00552947406,1.76305751412165e-72,"TUBB2B",1.76305751412165e-69
"PLAU",0.124914853615657,0.0126169089433317,9.90059087980321,4.13822772871722e-23,"PLAU",4.13822772871722e-20
"C1orf186",0.123987584540697,0.00979542199724965,12.6577073019938,1.01418124004419e-36,"C1orf186",1.01418124004419e-33
"FBXO32",0.123667807500542,0.0104181432335183,11.8704268820826,1.68605100111425e-32,"FBXO32",1.68605100111425e-29
"LIN28B",0.123204550703461,0.00995227435929827,12.3795372048152,3.37282045257972e-35,"LIN28B",3.37282045257972e-32
"MFAP2",0.122681094507818,0.00938370534599462,13.0738434322412,4.64576184299355e-39,"MFAP2",4.64576184299355e-36
"FIGN.3",0.122512017367403,0.00868465225537587,14.1067268745927,3.45233562424466e-45,"FIGN.3",3.45233562424466e-42
"VCAN",0.121956133963542,0.0103956832738829,11.7314207013147,8.7969621091044e-32,"VCAN",8.7969621091044e-29
"ACTA2.2",0.121864673589304,0.0102782599275998,11.8565471634032,1.99013974565826e-32,"ACTA2.2",1.99013974565826e-29
"TMCC3.1",0.120772710828794,0.00890926978084777,13.5558484364699,7.31612878734734e-42,"TMCC3.1",7.31612878734734e-39
"MEGF10.1",0.120710141693576,0.00960739174278419,12.5642989195519,3.31803124552705e-36,"MEGF10.1",3.31803124552705e-33
"GLT8D2.1",0.120561558013856,0.0113245575440591,10.6460281158713,1.81964302072129e-26,"GLT8D2.1",1.81964302072129e-23
"COL11A1",0.118894190351353,0.00720273465090548,16.5068124974459,3.27743055686223e-61,"COL11A1",3.27743055686223e-58
"COL3A1.3",0.11655663900364,0.00939818806010259,12.4020330576752,2.54776225910332e-35,"COL3A1.3",2.54776225910332e-32
"FBN1.1",0.115840150435635,0.0129450338954542,8.9486170041095,3.59963765233864e-19,"FBN1.1",3.59963765233864e-16
"LPHN2.1",0.114721017990578,0.00937281407904268,12.2397624686795,1.90589580859259e-34,"LPHN2.1",1.90589580859259e-31
"GPR64",0.114705464821996,0.00642395292767473,17.8559005823095,2.60051944943566e-71,"GPR64",2.60051944943566e-68
"MAL",0.114613171745396,0.00630447806593561,18.1796447773646,7.48168245405601e-74,"MAL",7.48168245405601e-71
"COL5A1.2",0.114459906398149,0.0108474261895519,10.551803201795,4.98314243715951e-26,"COL5A1.2",4.98314243715951e-23
"FCGBP",0.112533446835687,0.00935539707410891,12.0287194593935,2.51023890917365e-33,"FCGBP",2.51023890917365e-30
"ETV1.4",0.112352765924309,0.0104688936485284,10.7320572446642,7.19756736624274e-27,"ETV1.4",7.19756736624274e-24
"ZNF711.1",0.110288169781371,0.00961239353815591,11.4735387542746,1.79178984490431e-30,"ZNF711.1",1.79178984490431e-27
"BMP7.1",0.10999402215711,0.00695864736027752,15.8068107869635,2.79249728131955e-56,"BMP7.1",2.79249728131955e-53
"SOX6.5",0.109917159465556,0.00975932660568224,11.2627811227834,2.00334799993721e-29,"SOX6.5",2.00334799993721e-26
"SFRP1.1",0.109500988435818,0.00858398438256377,12.7564291307708,2.87061416264573e-37,"SFRP1.1",2.87061416264573e-34
"TMEFF1.1",0.109164317957749,0.0102345213288899,10.6662846702562,1.4636224566698e-26,"TMEFF1.1",1.4636224566698e-23
"LPL",0.108923850970841,0.00979445932600022,11.1209661856161,9.91919081344716e-29,"LPL",9.91919081344716e-26
"THBS2",0.105725145358568,0.0108520833446764,9.74238236111895,1.98837197649524e-22,"THBS2",1.98837197649524e-19
"SFRP2",0.105167185315787,0.00782355516731833,13.4423779300626,3.412903680785e-41,"SFRP2",3.412903680785e-38
"EPYC",0.104301971659987,0.00679449730684881,15.350947531446,3.49050655489584e-53,"EPYC",3.49050655489584e-50
"DSCR8",0.104192468248135,0.00746768380558746,13.9524477683664,3.03990386898482e-44,"DSCR8",3.03990386898482e-41
"LUM",0.104186654424418,0.00980317657058789,10.6278463592103,2.21160586636591e-26,"LUM",2.21160586636591e-23
"COL11A1.2",0.103969726365959,0.00674054553257213,15.4245269709327,1.11972559204328e-53,"COL11A1.2",1.11972559204328e-50
"GAGE3",0.103563074994781,0.00875837592907916,11.8244610454475,2.91769285740243e-32,"GAGE3",2.91769285740243e-29
"EDNRA.1",0.102617689931032,0.0118170453477943,8.68387036783151,3.82524726531432e-18,"EDNRA.1",3.82524726531432e-15
"COL1A1.1",0.100275452258199,0.0137883264834993,7.27248896943368,3.52923410411415e-13,"COL1A1.1",3.52923410411415e-10
"SFRP2.1",0.100247715510628,0.00656028406849675,15.2810022346485,1.02354376165425e-52,"SFRP2.1",1.02354376165425e-49
"IGF1.1",0.0997121466503306,0.00899090405476171,11.0903359709997,1.39761860697225e-28,"IGF1.1",1.39761860697225e-25
"KRT7.2",0.099699905357672,0.0097926847959289,10.1810593759865,2.40924068601481e-24,"KRT7.2",2.40924068601481e-21
"PLAGL1",0.0991835932369508,0.00943603950625281,10.5111464583448,7.67547367491776e-26,"PLAGL1",7.67547367491776e-23
"ZNF423",0.0983730266239547,0.00940554933391688,10.4590410545418,1.33196846082506e-25,"ZNF423",1.33196846082506e-22
"DACH1",0.0982507631877917,0.00727528221176397,13.5047356690745,1.46639115175916e-41,"DACH1",1.46639115175916e-38
"MUC4.2",0.0981207245374702,0.00656404444904345,14.9482114722378,1.59988577252999e-50,"MUC4.2",1.59988577252999e-47
"TP53TG3 /// TP53TG3B",0.0979149037099286,0.00964178902151278,10.1552630421036,3.13962393368875e-24,"TP53TG3 /// TP53TG3B",3.13962393368875e-21
"CYYR1.1",0.0975467871848173,0.00830881191840404,11.7401607044144,7.93355561884498e-32,"CYYR1.1",7.93355561884498e-29
"FN1",0.0974255462043716,0.0111521418626663,8.73603899628646,2.41426662072301e-18,"FN1",2.41426662072301e-15
"ZNF521",0.0967157832331026,0.0094079833062998,10.2801822754447,8.65637357336236e-25,"ZNF521",8.65637357336237e-22
"COL10A1",0.0966276374647124,0.0103842776510198,9.30518623558019,1.33757717213854e-20,"COL10A1",1.33757717213854e-17
"FMO2",0.096184435528191,0.00884004020736198,10.8805427658676,1.42710657780849e-27,"FMO2",1.42710657780849e-24
"PNOC",0.0960113316068013,0.00670384723273702,14.3218257030004,1.59867516461706e-46,"PNOC",1.59867516461706e-43
"FST.2",0.0959355117388675,0.00707456744894201,13.5606187136168,6.85553732087321e-42,"FST.2",6.85553732087321e-39
"COL5A2",0.0951784204166717,0.0117810840019097,8.07891874815962,6.53435446085038e-16,"COL5A2",6.53435446085038e-13
"AKAP12.2",0.0951315892563102,0.00924281344545271,10.2924926287583,7.61783557503261e-25,"AKAP12.2",7.61783557503261e-22
"IGF2 /// INS-IGF2.2",0.0938202432291765,0.00723474118799904,12.9680165179654,1.85775625455338e-38,"IGF2 /// INS-IGF2.2",1.85775625455338e-35
"KLHL14.2",0.0936824973460804,0.0100999278607311,9.2755610374527,1.76686700263338e-20,"KLHL14.2",1.76686700263338e-17
"COL3A1",0.0934811334977311,0.0143533020494362,6.51286604126075,7.3730260369022e-11,"COL3A1",7.3730260369022e-08
"SHISA2",0.0932579975766857,0.00979729642770433,9.51874818373109,1.75277661229886e-21,"SHISA2",1.75277661229886e-18
"FST",0.0930198558872118,0.00934553787484942,9.95339777473328,2.43716916543589e-23,"FST",2.43716916543589e-20
"SNAI2",0.0927129523388041,0.0117188760413346,7.91142017474959,2.54469086355583e-15,"SNAI2",2.54469086355583e-12
"CNTN1.3",0.0920401470009057,0.0104470048114834,8.81019475550874,1.24928621641167e-18,"CNTN1.3",1.24928621641167e-15
"MGC24103",0.0918995019686944,0.00984466907198712,9.33495085479239,1.01038113642767e-20,"MGC24103",1.01038113642767e-17
"IGF1",0.0914352955428324,0.0091401170537813,10.0037335413561,1.46757388114299e-23,"IGF1",1.46757388114299e-20
"FGFR3",0.091116718453135,0.00772772237254424,11.7908892246004,4.34924456503136e-32,"FGFR3",4.34924456503136e-29
"HEY2",0.0907076371939304,0.0093438935738268,9.70769160385256,2.79597401691307e-22,"HEY2",2.79597401691307e-19
"LOX.2",0.0907058158610373,0.00967555247755433,9.37474279339187,6.93446345600898e-21,"LOX.2",6.93446345600898e-18
"CRISPLD2.1",0.0906734723313892,0.0112167962476033,8.08372286790566,6.28189951388558e-16,"CRISPLD2.1",6.28189951388558e-13
"EDNRA",0.0896020516889273,0.0107962121669248,8.29939707589586,1.04641078306037e-16,"EDNRA",1.04641078306037e-13
"PLAGL1.2",0.0894533991334771,0.00944605288520374,9.46992359883953,2.80048451086838e-21,"PLAGL1.2",2.80048451086838e-18
"DACH1.2",0.0894328445230725,0.00692810248138936,12.9087069314162,4.01994872638517e-38,"DACH1.2",4.01994872638517e-35
"PTGIS",0.089396022918026,0.0108332573862594,8.25199842767634,1.5576747272788e-16,"PTGIS",1.5576747272788e-13
"COL3A1.1",0.0893604043077927,0.0130675683404602,6.83833456842252,8.01191116507144e-12,"COL3A1.1",8.01191116507144e-09
"NUF2",0.089293613945364,0.00986738953923904,9.04936544668431,1.43801549044055e-19,"NUF2",1.43801549044055e-16
"MMP11",0.0892367597550965,0.0113493727523405,7.8627041072991,3.75928308025048e-15,"MMP11",3.75928308025048e-12
"IGF2 /// INS-IGF2.1",0.0885786378196446,0.0064916612582906,13.6449876688374,2.16250085867734e-42,"IGF2 /// INS-IGF2.1",2.16250085867734e-39
"ESRRG",0.0885759421430654,0.00952913149764436,9.29527965533498,1.46819724085048e-20,"ESRRG",1.46819724085048e-17
"COL5A2.1",0.0885514951486798,0.0111512670364702,7.94093575726171,2.00661591963911e-15,"COL5A2.1",2.00661591963911e-12
"EPHA4.1",0.0884154288527353,0.00915129290815712,9.66152321208352,4.39283083621829e-22,"EPHA4.1",4.39283083621829e-19
"TMEFF1",0.0881090900349817,0.00903556125960217,9.75136878645446,1.81997563302931e-22,"TMEFF1",1.81997563302931e-19
"SPOCK2.1",0.0880497546369497,0.0090962534706716,9.6797824423915,3.67497175239279e-22,"SPOCK2.1",3.67497175239279e-19
"FN1.5",0.0876610057271377,0.0121009652245014,7.24413334811062,4.35213067020465e-13,"FN1.5",4.35213067020465e-10
"ISM1.1",0.0867480016713924,0.0106123054285028,8.17428430192017,2.97627263561184e-16,"ISM1.1",2.97627263561184e-13
"SULT1C2.2",0.0867416611189803,0.00856500637787722,10.1274485145776,4.17398751503448e-24,"SULT1C2.2",4.17398751503448e-21
"VCAN.4",0.0862079538348741,0.0107488329882497,8.02021521118751,1.05560054199608e-15,"VCAN.4",1.05560054199608e-12
"ADAM12.4",0.0861441302216443,0.010154090380695,8.48368755761934,2.18167096567255e-17,"ADAM12.4",2.18167096567255e-14
"CLDN11.1",0.0853953460884305,0.00877334498881798,9.7334991610692,2.16997187359946e-22,"CLDN11.1",2.16997187359946e-19
"VGLL3.1",0.0839436456568857,0.0122268499828772,6.86551693808649,6.62509031155296e-12,"VGLL3.1",6.62509031155296e-09
"VCAN.1",0.0837302399709326,0.0107490132239717,7.78957456152374,6.72351966941692e-15,"VCAN.1",6.72351966941692e-12
"COL1A2.2",0.0833999011663372,0.0118056976232471,7.06437720394521,1.61337940937524e-12,"COL1A2.2",1.61337940937524e-09
"C2orf40",0.0833587058193897,0.00745780528901966,11.1773776049264,5.26220081593908e-29,"C2orf40",5.26220081593908e-26
"CXCR7.1",0.0832337726455708,0.00970193242891178,8.57909218142295,9.56248216866864e-18,"CXCR7.1",9.56248216866864e-15
"COL10A1.1",0.0830401574038163,0.00847031925268841,9.8036632299851,1.08575039540346e-22,"COL10A1.1",1.08575039540346e-19
"PTX3",0.0829472519899649,0.00690388324827943,12.0145791878269,2.97882167127932e-33,"PTX3",2.97882167127932e-30
"FBN1",0.0825321197804874,0.0134738670236921,6.12534765523254,9.04858130168173e-10,"FBN1",9.04858130168173e-07
"CMAH.1",0.0824007692167341,0.0113849893325446,7.23766767011253,4.56466259844167e-13,"CMAH.1",4.56466259844167e-10
"RARRES1.2",0.0822000570992453,0.00736887450781029,11.1550355501537,6.7665768876384e-29,"RARRES1.2",6.7665768876384e-26
"TSPYL5",0.0808898441752375,0.00934707247673428,8.65402984480753,4.97122008810565e-18,"TSPYL5",4.97122008810565e-15
"IGF2 /// INS-IGF2",0.0800901414242524,0.0047680935778998,16.7970993261273,2.5627399258636e-63,"IGF2 /// INS-IGF2",2.5627399258636e-60
"BEX1",0.0800386038418467,0.00664385903510691,12.0470051244184,2.01125494371859e-33,"BEX1",2.01125494371859e-30
"H19",0.0798029616418022,0.00483043942574679,16.5208492661027,2.59715092618613e-61,"H19",2.59715092618613e-58
"BNC2.4",0.0797366507706997,0.0105271507054159,7.57438104592518,3.60843851762547e-14,"BNC2.4",3.60843851762547e-11
"RARRES1",0.0791271774633306,0.00789108004584625,10.0274204549455,1.15494469816855e-23,"RARRES1",1.15494469816855e-20
"GREM1",0.0787996062614019,0.00942813190278164,8.35792361349475,6.38317533486233e-17,"GREM1",6.38317533486233e-14
"PLAU.1",0.0784560255589093,0.011864481787549,6.61268034826802,3.77422864585831e-11,"PLAU.1",3.77422864585831e-08
"PTGDS.1",0.0784147439036694,0.00887152838645371,8.83892160266364,9.66469042630162e-19,"PTGDS.1",9.66469042630163e-16
"PRRX1.1",0.0781230778064054,0.0109116350879687,7.15961239324664,8.09054896275779e-13,"PRRX1.1",8.09054896275779e-10
"PNMA2.1",0.0776912319740106,0.00873954779640502,8.88961692113734,6.13199494894773e-19,"PNMA2.1",6.13199494894773e-16
"ASPN",0.0776829727161783,0.00839771829064532,9.25048567093679,2.23474909908422e-20,"ASPN",2.23474909908422e-17
"GAGE1 /// GAGE12C /// GAGE12D /// GAGE12E /// GAGE12F /// GAGE12G /// GAGE12H /// GAGE12I /// GAGE12J /// GAGE2A /// GAGE2C /// GAGE2D /// GAGE2E /// GAGE4 /// GAGE5 /// GAGE6 /// GAGE7 /// GAGE8",0.0776336011241257,0.00727467180826784,10.6717668054651,1.37977476880284e-26,"GAGE1 /// GAGE12C /// GAGE12D /// GAGE12E /// GAGE12F /// GAGE12G /// GAGE12H /// GAGE12I /// GAGE12J /// GAGE2A /// GAGE2C /// GAGE2D /// GAGE2E /// GAGE4 /// GAGE5 /// GAGE6 /// GAGE7 /// GAGE8",1.37977476880284e-23
"ALDH1A2.1",0.0772980732019664,0.00781167957607533,9.89519250619363,4.36769290264234e-23,"ALDH1A2.1",4.36769290264234e-20
"CRYAB",0.0768911701663036,0.00998295061280037,7.70224887897492,1.33692174101231e-14,"CRYAB",1.33692174101231e-11
"ADH1B",0.0766842163969382,0.00625443994383156,12.2607646864637,1.47105102391266e-34,"ADH1B",1.47105102391266e-31
"COL1A1.2",0.0765656026279118,0.00982593767070318,7.79219298899059,6.58560418985236e-15,"COL1A1.2",6.58560418985236e-12
"ADH1B.1",0.0760955523125686,0.00592202663082137,12.8495795538181,8.64789816262937e-38,"ADH1B.1",8.64789816262937e-35
"HINT3.2",0.0757527479109414,0.00773629163064265,9.79186818796911,1.22020197525125e-22,"HINT3.2",1.22020197525125e-19
"TNFRSF19.2",0.0756712951903116,0.0092538254789532,8.17729871418232,2.90277769666682e-16,"TNFRSF19.2",2.90277769666682e-13
"COL13A1.1",0.0752096802202926,0.00703822198290359,10.6858920339516,1.18504278484353e-26,"COL13A1.1",1.18504278484353e-23
"DCN.1",0.075041016501514,0.0100629035908979,7.45719322695195,8.8385039239343e-14,"DCN.1",8.8385039239343e-11
"GLDC",0.0746884062791275,0.00748196778246914,9.98245494375538,1.81909354269593e-23,"GLDC",1.81909354269593e-20
"HOPX.2",0.0744882313872997,0.010357428942445,7.19176851718919,6.39574002847891e-13,"HOPX.2",6.39574002847891e-10
"FAM20A.2",0.074258969650935,0.0100053547402663,7.42192271825024,1.15432165509567e-13,"FAM20A.2",1.15432165509567e-10
"TNFAIP6.1",0.0742518831305382,0.0127953332479312,5.80304410145342,6.51216541179013e-09,"TNFAIP6.1",6.51216541179013e-06
"TMEM158",0.0742288076841454,0.0104928068208272,7.07425657897451,1.50252058689959e-12,"TMEM158",1.50252058689959e-09
"LAMA1.1",0.0742198111070961,0.00899105762389955,8.25484767329362,1.5209609870877e-16,"LAMA1.1",1.5209609870877e-13
"OSR2",0.0736881340237845,0.0103541379909185,7.11678114473802,1.10476697215282e-12,"OSR2",1.10476697215282e-09
"LOX",0.0733689033892023,0.0110286100566839,6.65259747258333,2.87964981278742e-11,"LOX",2.87964981278742e-08
"ZNF521.1",0.0732582224829484,0.00880722863900432,8.31796533117261,8.94861777535248e-17,"ZNF521.1",8.94861777535248e-14
"BMPR1B.2",0.0730762975057427,0.00988781997696986,7.39053680952402,1.46237208176821e-13,"BMPR1B.2",1.46237208176821e-10
"PTPN13.1",0.0730155600466719,0.00880160566766671,8.29570907895811,1.07939398915366e-16,"PTPN13.1",1.07939398915366e-13
"GAGE12C /// GAGE12D /// GAGE12E /// GAGE12F /// GAGE12G /// GAGE12H /// GAGE12I /// GAGE2A /// GAGE2C /// GAGE4 /// GAGE5 /// GAGE6 /// GAGE7",0.0729594432110844,0.00633333129841592,11.5199157873413,1.04713288685504e-30,"GAGE12C /// GAGE12D /// GAGE12E /// GAGE12F /// GAGE12G /// GAGE12H /// GAGE12I /// GAGE2A /// GAGE2C /// GAGE4 /// GAGE5 /// GAGE6 /// GAGE7",1.04713288685504e-27
"LRRTM1",0.0725166917718114,0.00750430757179951,9.66334216421543,4.31550320986145e-22,"LRRTM1",4.31550320986145e-19
"CTHRC1",0.0721189421359749,0.0105616171714918,6.82839956845245,8.58671499118792e-12,"CTHRC1",8.58671499118792e-09
"L1CAM",0.0718306265504052,0.00742955724747159,9.66822438508707,4.11454649332773e-22,"L1CAM",4.11454649332773e-19
"SFRP1.2",0.0711712415572071,0.00735567885993718,9.67568635232873,3.82516260119865e-22,"SFRP1.2",3.82516260119865e-19
"CYP4X1",0.0709823303130769,0.00785162376897652,9.04046505559062,1.56006678449484e-19,"CYP4X1",1.56006678449484e-16
"GAGE12F /// GAGE12G /// GAGE12I /// GAGE5 /// GAGE7",0.0706854999761981,0.00639536232434236,11.0526185056242,2.12912508032586e-28,"GAGE12F /// GAGE12G /// GAGE12I /// GAGE5 /// GAGE7",2.12912508032586e-25
"AHNAK2.1",0.0702729117928173,0.00887718323968687,7.91612721010995,2.45022928440899e-15,"AHNAK2.1",2.45022928440899e-12
"TIMP3.2",0.0700991231356236,0.00881956175328383,7.94814131320337,1.8933061340139e-15,"TIMP3.2",1.8933061340139e-12
"BCHE",0.0699851995815203,0.0098672098205718,7.09270410320156,1.31516464331279e-12,"BCHE",1.31516464331279e-09
"PTPN13",0.0699756876802129,0.00881601762588428,7.93733527423547,2.06571114835977e-15,"PTPN13",2.06571114835977e-12
"FGF18.5",0.0699638099334459,0.00862606358272238,8.11074591121497,5.03099599160532e-16,"FGF18.5",5.03099599160532e-13
"ADAM12.2",0.0698542744565463,0.0119590065872296,5.84114357217094,5.18436997496311e-09,"ADAM12.2",5.18436997496311e-06
"FLRT3",0.0698323260045812,0.00923078886836411,7.56515255634451,3.87409668815712e-14,"FLRT3",3.87409668815712e-11
"TMSB15A",0.0694137192632633,0.00782098348436686,8.87531848162222,6.97335784590328e-19,"TMSB15A",6.97335784590328e-16
"ADAMTS5.2",0.0692539390802496,0.0100253722343946,6.90786710568772,4.91994534876425e-12,"ADAMTS5.2",4.91994534876425e-09
"SYT13.1",0.0688338767740196,0.00896729041314468,7.67610656092053,1.63996720447666e-14,"SYT13.1",1.63996720447666e-11
"POSTN.1",0.0687735960923583,0.00706499377536739,9.73441708216961,2.15047079477224e-22,"POSTN.1",2.15047079477224e-19
"SULT1C2",0.0687419705247647,0.00850866665991111,8.07905319039527,6.52715545895455e-16,"SULT1C2",6.52715545895455e-13
"IRX3",0.0682104995144536,0.00774146408271756,8.81105935332441,1.23968703976534e-18,"IRX3",1.23968703976534e-15
"SRPX",0.0673655743588203,0.0115440050877124,5.83554614251903,5.36146560013696e-09,"SRPX",5.36146560013696e-06
"GAGE1 /// GAGE12F /// GAGE12G /// GAGE12I /// GAGE12J /// GAGE4 /// GAGE5 /// GAGE6 /// GAGE7",0.0672706708514422,0.00734914450704771,9.15353763787481,5.50989848987212e-20,"GAGE1 /// GAGE12F /// GAGE12G /// GAGE12I /// GAGE12J /// GAGE4 /// GAGE5 /// GAGE6 /// GAGE7",5.50989848987212e-17
"FAM169A.1",0.0671971948269838,0.0102767764513342,6.53874248848332,6.20382358785279e-11,"FAM169A.1",6.20382358785279e-08
