"","Model","C_Index","Logrank_Chi2","Hazard_Ratio","Num_Weights"
"risk_scores","survNPDR",0.729560881840572,20.8579629902822,1.21931024065431,30
"risk_scores1","survNPDR.glm",0.729560881840572,20.8579629902822,1.21931024065431,30
"risk_scores2","Cox Regression",0.712200396467832,28.4606717123,1.1225891708391,30
"risk_scores3","Survival SVM",0.547546104403196,0.417600854195391,1.00491840041387,30
