"","beta","Std. Error","z value","Pr(>|z|)","Feature","p.adj"
"SPAG9",0.138808679875883,0.0177544456947681,7.81824914515849,5.35630981419803e-15,"SPAG9",1.07126196283961e-10
"BMP5",0.138779441457519,0.0307393293371405,4.51471923591516,6.34007043858868e-06,"BMP5",0.126801408771774
"TMEM19",0.138733015517505,0.0241173663814863,5.75241149149699,8.79793322229977e-09,"TMEM19",0.000175958664445995
"DPY19L2",0.138711145169715,0.0177096351431995,7.8325241625873,4.78171261641374e-15,"DPY19L2",9.56342523282748e-11
"PDE8B.1",0.138696228994329,0.0174370562336969,7.95410802921539,1.8042664405636e-15,"PDE8B.1",3.60853288112721e-11
"ZNF521",0.138693544735137,0.0093611270906577,14.8159023365415,1.15626070429724e-49,"ZNF521",2.31252140859449e-45
"GAS5.2",0.138654751276641,0.0248597466726638,5.57748045876541,2.44027187164282e-08,"GAS5.2",0.000488054374328565
"CSPG5.1",0.138574283407085,0.0127057110013535,10.9064564267457,1.07360081731693e-27,"CSPG5.1",2.14720163463386e-23
"HN1.1",0.138568990114917,0.0208202751111118,6.65548314685633,2.82370912105684e-11,"HN1.1",5.64741824211369e-07
"ZNF738",0.138567468375382,0.0136759778107781,10.1321799649438,3.97682877713888e-24,"ZNF738",7.95365755427775e-20
"ZFP36L1",0.138494042208344,0.0257806415566109,5.37201690284663,7.7860808293016e-08,"ZFP36L1",0.00155721616586032
"ZNF208.1",0.138452589820641,0.0193437147359004,7.15749749781433,8.21630893857586e-13,"ZNF208.1",1.64326178771517e-08
"OSTM1.1",0.138452207691437,0.0283342983120028,4.88638208601013,1.02705790578283e-06,"OSTM1.1",0.0205411581156567
"SKAP2.2",0.138439762804794,0.0137988719632908,10.0326869597084,1.09495582402129e-23,"SKAP2.2",2.18991164804259e-19
"PDXK.4",0.138437581579953,0.0185283819531635,7.47164981431723,7.91955343445796e-14,"PDXK.4",1.58391068689159e-09
"AKAP8L.1",0.138417535983019,0.0213359717784754,6.48751964148455,8.72609671278986e-11,"AKAP8L.1",1.74521934255797e-06
"TNIK",0.138406427400976,0.0114827940590376,12.0533753970832,1.86167063838025e-33,"TNIK",3.7233412767605e-29
"RELN",0.138398685256697,0.0115188690666603,12.0149542855098,2.96533584957854e-33,"RELN",5.93067169915707e-29
"FAM161A.1",0.138371514730788,0.0138278707209273,10.0067116277979,1.42407462288788e-23,"FAM161A.1",2.84814924577577e-19
"GUSBP3",0.138339607382423,0.00982214129686755,14.0844652098969,4.73227590393575e-45,"GUSBP3",9.4645518078715e-41
"CCDC25.1",0.138295468092881,0.0234099665945492,5.90754657997168,3.47240164965467e-09,"CCDC25.1",6.94480329930933e-05
"SLC2A1.1",0.138253555965041,0.0118352136061502,11.6815429417511,1.58393952588938e-31,"SLC2A1.1",3.16787905177875e-27
"TXNDC17.1",0.138249791285429,0.0230105945481367,6.00809296762062,1.87718197738069e-09,"TXNDC17.1",3.75436395476139e-05
"RFXANK",0.138199655104875,0.0204825388495125,6.74719360330493,1.50732092751299e-11,"RFXANK",3.01464185502598e-07
"PLAGL1",0.138194084877512,0.00987980757602064,13.9875279770554,1.85757112521534e-44,"PLAGL1",3.71514225043068e-40
"N4BP2L2.1",0.138167988155936,0.016173447361598,8.54289039725698,1.30905547860851e-17,"N4BP2L2.1",2.61811095721702e-13
"PTGIS",0.13812699992687,0.00991996284787043,13.9241448829138,4.51917789865325e-44,"PTGIS",9.03835579730649e-40
"RAD1.1",0.138108224686371,0.0258964967682497,5.33308524015103,9.65579566159874e-08,"RAD1.1",0.00193115913231975
"VCAN.4",0.138083608339446,0.00889363578992752,15.5261145836254,2.30956003373431e-54,"VCAN.4",4.61912006746862e-50
"UBXN6",0.138062389523297,0.0257041683552707,5.3712062423131,7.82116951804605e-08,"UBXN6",0.00156423390360921
"ZC3H7B.2",0.138040801265384,0.0257435186718095,5.36215748224604,8.22337973173247e-08,"ZC3H7B.2",0.00164467594634649
"ANAPC5.4",0.138032661503154,0.015685952007199,8.79976308991666,1.37105284315581e-18,"ANAPC5.4",2.74210568631162e-14
"WDR27",0.138001287145193,0.0213131077273443,6.47494907409207,9.48439240512739e-11,"WDR27",1.89687848102548e-06
"ADAMTS2",0.137991296417379,0.0256551882780767,5.37868967951788,7.50299059242099e-08,"ADAMTS2",0.0015005981184842
"HGSNAT.2",0.137987696535178,0.0261176592672654,5.2833102355434,1.26870273358482e-07,"HGSNAT.2",0.00253740546716965
"DIRC3",0.137914413528529,0.0232723768624019,5.92609918376405,3.10215262924276e-09,"DIRC3",6.20430525848552e-05
"CSAD",0.137897908959097,0.0212331851138174,6.49445234993783,8.33360005957538e-11,"CSAD",1.66672001191508e-06
"ARMC8.4",0.137884275225299,0.0180825378591247,7.62527230964545,2.43519779017487e-14,"ARMC8.4",4.87039558034975e-10
"MTCH2.1",0.13786272926856,0.0204260546216016,6.74935673200259,1.48502062755453e-11,"MTCH2.1",2.97004125510906e-07
"ZNF133",0.137842036394046,0.0266685667530388,5.16870807758499,2.35717750378417e-07,"ZNF133",0.00471435500756833
"PIK3C3.5",0.137796447014538,0.0186257801295686,7.39815707347395,1.38087457842036e-13,"PIK3C3.5",2.76174915684073e-09
"PHACTR4",0.137745053208521,0.0165939165949179,8.30093681745437,1.03293619219562e-16,"PHACTR4",2.06587238439124e-12
"FSTL1.1",0.137697365920058,0.0171951814595949,8.00790420523435,1.16679732241276e-15,"FSTL1.1",2.33359464482553e-11
"TRIM13",0.13763281697662,0.0170361622349279,8.07886277899151,6.53735375761484e-16,"TRIM13",1.30747075152297e-11
"REEP3.1",0.137575225451318,0.0171396116459121,8.02674111254622,1.00096002511864e-15,"REEP3.1",2.00192005023729e-11
"FANCD2.3",0.13752409307236,0.0169034851161754,8.13584252757201,4.0908327300052e-16,"FANCD2.3",8.1816654600104e-12
"SGPP1.1",0.137364627688549,0.0192721890202563,7.12760898848441,1.02127401171504e-12,"SGPP1.1",2.04254802343008e-08
"TMEFF2.1",0.137353499355365,0.012699224108613,10.8158969540673,2.89447258684456e-27,"TMEFF2.1",5.78894517368913e-23
"MTMR6",0.137353057635622,0.0209981767921651,6.54118969447246,6.10313587087e-11,"MTMR6",1.220627174174e-06
"NDUFB9",0.137339224984979,0.0254207654665722,5.40263923860111,6.56674471159853e-08,"NDUFB9",0.00131334894231971
"C1orf53.1",0.137290071333064,0.0138983508018163,9.87815556613537,5.17771192631506e-23,"C1orf53.1",1.03554238526301e-18
"NUS1 /// NUS1P3",0.137275483417834,0.0187647752921801,7.31559431330048,2.56244729999807e-13,"NUS1 /// NUS1P3",5.12489459999614e-09
"USP34.3",0.137238857299667,0.0180153739560195,7.61787446847928,2.57886906655649e-14,"USP34.3",5.15773813311298e-10
"DMAP1",0.137204385938135,0.0243662748614583,5.6309134949126,1.79257624902935e-08,"DMAP1",0.000358515249805871
"WBSCR17",0.137158187999369,0.0138885388273175,9.87563844582345,5.30937676030205e-23,"WBSCR17",1.06187535206041e-18
"IPO5.1",0.137143473718093,0.0199188158328107,6.88512182999289,5.77381001842351e-12,"IPO5.1",1.1547620036847e-07
"OBSCN.1",0.137111733642268,0.0254989250826053,5.37715739773683,7.56710180768994e-08,"OBSCN.1",0.00151342036153799
"DOCK7",0.137110781223686,0.0256631584028181,5.34270876061108,9.1567820182448e-08,"DOCK7",0.00183135640364896
"COL1A2",0.137109727939993,0.0159401198610497,8.601549369464,7.86470572827313e-18,"COL1A2",1.57294114565463e-13
"SAV1",0.137037343232332,0.018689846353344,7.33218136958163,2.26436360215912e-13,"SAV1",4.52872720431823e-09
"KRT6B.1",0.137003948180974,0.0160485669133766,8.53683378213542,1.3794977826917e-17,"KRT6B.1",2.7589955653834e-13
"PXDN",0.136989888718276,0.0122763649122967,11.1588316001473,6.48380850367345e-29,"PXDN",1.29676170073469e-24
"MTSS1.1",0.136977752191785,0.0147503096127303,9.28643233858398,1.59546591563239e-20,"MTSS1.1",3.19093183126478e-16
"KIAA1429",0.136946868670854,0.0250548881932592,5.46587426830737,4.60630766867126e-08,"KIAA1429",0.000921261533734253
"RBMS3.3",0.136878600876845,0.0103373004155282,13.241232756594,5.07095852878338e-40,"RBMS3.3",1.01419170575668e-35
"COL1A2.2",0.136848744568644,0.0108859236538042,12.571165196517,3.04207073533598e-36,"COL1A2.2",6.08414147067195e-32
"TNKS1BP1",0.136848505790798,0.0222811641093555,6.14189209859719,8.15442454738293e-10,"TNKS1BP1",1.63088490947659e-05
"EPOR",0.136832128814337,0.0146163599000754,9.36157358944284,7.85578545621327e-21,"EPOR",1.57115709124265e-16
"ADAMTS6.2",0.136818027735851,0.0152385845808378,8.97839474591992,2.74745791081331e-19,"ADAMTS6.2",5.49491582162663e-15
"EPS8L1.1",0.136802115128514,0.0183935967427741,7.43748582953229,1.0261958747157e-13,"EPS8L1.1",2.05239174943139e-09
"BAT2L2.4",0.136795868757576,0.0264382518908336,5.17416466574345,2.28932862388453e-07,"BAT2L2.4",0.00457865724776907
"SPSB1.1",0.136746631718859,0.0185502887893172,7.37167131315007,1.68502049138551e-13,"SPSB1.1",3.37004098277103e-09
"ILVBL",0.136702378967055,0.0205276595081866,6.65942354083462,2.74903669484608e-11,"ILVBL",5.49807338969217e-07
"C6orf114",0.136644920497721,0.0163172467298893,8.37426330309881,5.55703900702592e-17,"C6orf114",1.11140780140518e-12
"MCF2L.4",0.136641637239557,0.0164353896920875,8.31386658908008,9.26332851401583e-17,"MCF2L.4",1.85266570280317e-12
"TMEM194A.1",0.136638788772118,0.0244297689700925,5.59312652278434,2.23016649343239e-08,"TMEM194A.1",0.000446033298686477
"RCAN3.1",0.136613405394684,0.0156709886677242,8.71759965445267,2.841616724069e-18,"RCAN3.1",5.683233448138e-14
"NAA40.1",0.136601333104857,0.0194095170926117,7.03785325791825,1.95224120665399e-12,"NAA40.1",3.90448241330798e-08
"WDR33.1",0.136480651026793,0.0185440669593029,7.35980145705445,1.84183965284012e-13,"WDR33.1",3.68367930568024e-09
"ARID3A",0.136452552892095,0.0273836328774764,4.98299672299251,6.26070113234544e-07,"ARID3A",0.0125214022646909
"PLAUR.2",0.136417559758202,0.0240538834090763,5.67133204390304,1.41691470184665e-08,"PLAUR.2",0.00028338294036933
"FIGN.3",0.136363331746867,0.00890867211980659,15.30680778381,6.88617085193936e-53,"FIGN.3",1.37723417038787e-48
"SPINT2",0.136352297546305,0.0159654315233194,8.54047053768303,1.3367637144742e-17,"SPINT2",2.6735274289484e-13
"ADD2",0.136344616065972,0.0141102894413948,9.66277953632781,4.33927673562379e-22,"ADD2",8.67855347124758e-18
"LEO1",0.136344068031462,0.0259036624351994,5.26350543567113,1.41334327091071e-07,"LEO1",0.00282668654182142
"SYCP2",0.136293047781985,0.0115716165294859,11.7782202196809,5.05491404151083e-32,"SYCP2",1.01098280830217e-27
"MICAL2.1",0.13628499340653,0.0145849342657693,9.3442308976592,9.25597106653077e-21,"MICAL2.1",1.85119421330615e-16
"CDH18",0.136219761080523,0.00997445056685974,13.6568686332574,1.83715453068769e-42,"CDH18",3.67430906137539e-38
"WWC1.5",0.136201033634226,0.0157707928734549,8.6362832057402,5.80714454085432e-18,"WWC1.5",1.16142890817086e-13
"HHEX",0.136198815312266,0.0205685427582669,6.62170465418724,3.55079976675886e-11,"HHEX",7.10159953351772e-07
"BRAP.3",0.13614439517493,0.0230920844900873,5.89571700352008,3.73057872758838e-09,"BRAP.3",7.46115745517676e-05
"SEC62.4",0.136102685002989,0.0263081004693737,5.17341360929618,2.29855423484928e-07,"SEC62.4",0.00459710846969857
"MLL.8",0.135994611220777,0.0262875422595943,5.17334826808098,2.29935855077837e-07,"MLL.8",0.00459871710155675
"DCUN1D3",0.135901227967577,0.023892662056628,5.68799021412839,1.28543186692726e-08,"DCUN1D3",0.000257086373385451
"PEX3.2",0.13590071414041,0.0226685444197021,5.99512309322754,2.03331365855145e-09,"PEX3.2",4.06662731710291e-05
"TPX2",0.135894479540408,0.0129387623593174,10.5028963177879,8.37696765126358e-26,"TPX2",1.67539353025272e-21
"SESTD1.1",0.135892068327311,0.0157340919932283,8.63679126738273,5.7813876834592e-18,"SESTD1.1",1.15627753669184e-13
"JHDM1D.1",0.135873547940647,0.0167893111343427,8.09286020453315,5.82797396854173e-16,"JHDM1D.1",1.16559479370835e-11
"AK2.5",0.135864250607793,0.0219466331338811,6.19066486321526,5.9910968453724e-10,"AK2.5",1.19821936907448e-05
"SNX16.1",0.135838716867665,0.0171698706346313,7.91145837719252,2.54390996222729e-15,"SNX16.1",5.08781992445459e-11
"GPR34",0.135837467246307,0.0126662224341179,10.7243866869425,7.8204149908456e-27,"GPR34",1.56408299816912e-22
"NCAPG.1",0.135806493817861,0.0124375265274007,10.9190917919789,9.34253173978087e-28,"NCAPG.1",1.86850634795617e-23
"CCBP2",0.135766051221166,0.0223781156889042,6.06691166980084,1.3039322163763e-09,"CCBP2",2.60786443275261e-05
"CNOT7.3",0.135729018695243,0.0167591161954283,8.09881721163005,5.54960942536442e-16,"CNOT7.3",1.10992188507288e-11
"ARHGEF11.1",0.135684052949156,0.0257320402732907,5.2729613162464,1.34239866670139e-07,"ARHGEF11.1",0.00268479733340279
"CPSF3",0.135666263248911,0.0241756359687213,5.61169366648459,2.00355888042478e-08,"CPSF3",0.000400711776084956
"SBK1.1",0.135663019401602,0.018078825489565,7.50397305842165,6.19120344251188e-14,"SBK1.1",1.23824068850238e-09
"ATP6V0E1.3",0.135607876560803,0.020144005707535,6.73192206801639,1.67436322215881e-11,"ATP6V0E1.3",3.34872644431761e-07
"EPSTI1.1",0.135538231419776,0.0126050316491429,10.7527085367526,5.75465195257343e-27,"EPSTI1.1",1.15093039051469e-22
"PRTG.2",0.135507884449859,0.0137103365218146,9.88362935032638,4.90244570102164e-23,"PRTG.2",9.80489140204328e-19
"BMP1.4",0.13550759624851,0.0187096682011832,7.24265095411689,4.39998267361274e-13,"BMP1.4",8.79996534722548e-09
"AKAP12.3",0.135488546887051,0.0106453165290898,12.7275263743272,4.15804691632528e-37,"AKAP12.3",8.31609383265056e-33
"SPRED1",0.135483047545633,0.0179704863811868,7.53919758607476,4.72872037419791e-14,"SPRED1",9.45744074839582e-10
"ZNF587",0.135378150815856,0.0145069839649357,9.33192944467806,1.03960876352173e-20,"ZNF587",2.07921752704346e-16
"WDR20.2",0.135349333555476,0.0231758954251082,5.84009079575161,5.21723806738473e-09,"WDR20.2",0.000104344761347695
"CDC42BPA",0.135324066608151,0.0242587116344813,5.57836989231539,2.42782965482337e-08,"CDC42BPA",0.000485565930964674
"SEC23IP.2",0.13530744250262,0.022355859067933,6.05243762234588,1.42670250884335e-09,"SEC23IP.2",2.8534050176867e-05
"NFYB.2",0.135277920494713,0.02127756679647,6.35777209813088,2.04700865207841e-10,"NFYB.2",4.09401730415682e-06
"C1orf213",0.135257284055943,0.022195225530221,6.09398106235852,1.10136695184819e-09,"C1orf213",2.20273390369638e-05
"C6orf64",0.135250747731927,0.0242806935362218,5.57030002170904,2.54301048545302e-08,"C6orf64",0.000508602097090604
"TAOK3",0.13520322494091,0.0233604199672099,5.78770523520936,7.13544801196884e-09,"TAOK3",0.000142708960239377
"DEPDC1B",0.13515524788967,0.0117949348470987,11.4587532395666,2.12552427100802e-30,"DEPDC1B",4.25104854201603e-26
"CAMK1D.1",0.135101274490314,0.0154182651929433,8.76241735368181,1.91107216749353e-18,"CAMK1D.1",3.82214433498705e-14
"KLHL29.3",0.13508127710569,0.0121071891688537,11.1571129534503,6.61034819897729e-29,"KLHL29.3",1.32206963979546e-24
"ZEB2.4",0.135073889294244,0.0200963200332017,6.72132455449974,1.80079976303572e-11,"ZEB2.4",3.60159952607143e-07
"HELLS.1",0.135072745603907,0.0133060552277093,10.1512238820882,3.27233583581275e-24,"HELLS.1",6.5446716716255e-20
"STK24",0.134941713546442,0.0225275773705781,5.9900676990985,2.0975370621686e-09,"STK24",4.19507412433719e-05
"MERTK.2",0.134918190271199,0.0192614170893968,7.00458277005331,2.47722939984587e-12,"MERTK.2",4.95445879969174e-08
"ATP6V1B2",0.134895385430956,0.0271885309485306,4.96148121008526,6.99576387411922e-07,"ATP6V1B2",0.0139915277482384
"GK5.1",0.134866225474772,0.0150516276998585,8.96024191961906,3.23966847247329e-19,"GK5.1",6.47933694494657e-15
"VSIG4",0.134862067885581,0.0147880953083659,9.11963745657544,7.53760550501832e-20,"VSIG4",1.50752110100366e-15
"PCM1.5",0.134790050439753,0.0156569582849072,8.60895507205163,7.3729536513754e-18,"PCM1.5",1.47459073027508e-13
"ACBD5.1",0.134755056613702,0.0251657164629706,5.35470773550136,8.56948172179015e-08,"ACBD5.1",0.00171389634435803
"ARL6IP4.1",0.134675841308929,0.0259732855871029,5.18516769306239,2.15820583978376e-07,"ARL6IP4.1",0.00431641167956751
"TMEFF1",0.134638441068927,0.00968688624633574,13.8990422355643,6.4194611536237e-44,"TMEFF1",1.28389223072474e-39
"SPECC1L",0.134601391856688,0.0249838779399438,5.38752999755453,7.14325561742051e-08,"SPECC1L",0.0014286511234841
"IGF1.2",0.134593718641709,0.0102226022505661,13.1662873447174,1.37179315769738e-39,"IGF1.2",2.74358631539476e-35
"ALS2CL.2",0.134576485743157,0.0146474520379068,9.18770618909561,4.01307273442455e-20,"ALS2CL.2",8.02614546884911e-16
"NFIB.8",0.13455809046262,0.0246737112840025,5.45350024217322,4.9387878727698e-08,"NFIB.8",0.000987757574553959
"GCSH /// LOC100329108",0.134552565819907,0.0201905935619184,6.66412135964577,2.66253389438376e-11,"GCSH /// LOC100329108",5.32506778876752e-07
"DDAH2.2",0.134542382090168,0.0187041153309863,7.19319677564636,6.3291621945167e-13,"DDAH2.2",1.26583243890334e-08
"DST.9",0.134537025275204,0.0140617428468901,9.56759249120802,1.0942399867034e-21,"DST.9",2.18847997340679e-17
"PAFAH1B1.1",0.134524025978641,0.0230026523956091,5.84819627167517,4.96932000657435e-09,"PAFAH1B1.1",9.93864001314871e-05
"ZNF148.1",0.134431084856217,0.0205805707060131,6.53194154703105,6.49224956093888e-11,"ZNF148.1",1.29844991218778e-06
"LOC100132741",0.134404050087071,0.0221690352238753,6.06269279333919,1.33861199671582e-09,"LOC100132741",2.67722399343163e-05
"RNFT2.1",0.134392191903935,0.01647747973416,8.15611331782263,3.45977860956629e-16,"RNFT2.1",6.91955721913259e-12
"EXOC2.1",0.134315614751629,0.0264023931200387,5.08725152833541,3.63289879228189e-07,"EXOC2.1",0.00726579758456379
"FGFRL1",0.134269269203384,0.01482641773928,9.05608297057901,1.35219228446992e-19,"FGFRL1",2.70438456893984e-15
"TRAM1.2",0.134244985023386,0.0195138018873539,6.87948897904843,6.00676446315858e-12,"TRAM1.2",1.20135289263172e-07
"ANKRD50",0.134222793373406,0.0203771011906811,6.58694247613537,4.48976127598707e-11,"ANKRD50",8.97952255197413e-07
"XKR4",0.134212124464231,0.00793863997355401,16.9061860610044,4.05091512034295e-64,"XKR4",8.10183024068589e-60
"ICA1.2",0.134201761493007,0.0183089645740389,7.32983894038974,2.3042949020809e-13,"ICA1.2",4.6085898041618e-09
"AGAP1",0.134191469294521,0.0177384998778328,7.5649840865188,3.87912091731439e-14,"AGAP1",7.75824183462877e-10
"MMP2.2",0.134122463670938,0.0106830874191729,12.5546537633147,3.74817193365703e-36,"MMP2.2",7.49634386731405e-32
"NEK1.3",0.134114213171351,0.0195606641898891,6.85632204864878,7.06559969404012e-12,"NEK1.3",1.41311993880802e-07
"CBS",0.134110502685527,0.0107954648964247,12.4228557058198,1.96422743648983e-35,"CBS",3.92845487297966e-31
"RPL38",0.13409883906524,0.0231927230321803,5.78193594944308,7.38458257224726e-09,"RPL38",0.000147691651444945
"STRN.4",0.134092028480366,0.0213277076372763,6.28722180371613,3.23197459491189e-10,"STRN.4",6.46394918982377e-06
"ZNF140.1",0.134006253030633,0.0194093486706806,6.90421174374904,5.04829530997181e-12,"ZNF140.1",1.00965906199436e-07
"GUSBP3.1",0.133991557220882,0.0169486184739674,7.90575098652964,2.66323086318488e-15,"GUSBP3.1",5.32646172636976e-11
"CSNK2A2",0.133990977832464,0.021561414785601,6.21438709680338,5.1525365545882e-10,"CSNK2A2",1.03050731091764e-05
"TLE2",0.13383201228993,0.0141682992733404,9.44587700386549,3.52440392295246e-21,"TLE2",7.04880784590492e-17
"CLMN.3",0.133824141292264,0.0170854592997772,7.83263352446189,4.77755373371143e-15,"CLMN.3",9.55510746742287e-11
"WISP1",0.133651654413865,0.0139909207547927,9.55274186426088,1.26308310309706e-21,"WISP1",2.52616620619413e-17
"KLC3.2",0.133642595015137,0.0183144661743009,7.29710567281866,2.94023871072067e-13,"KLC3.2",5.88047742144135e-09
"MAFB",0.133623577601749,0.015328947358165,8.71707459616099,2.85482061975472e-18,"MAFB",5.70964123950944e-14
"EGFR.2",0.133618770870646,0.011970642296765,11.1622056325879,6.24233598868283e-29,"EGFR.2",1.24846719773657e-24
"PRKCE.1",0.133605396688383,0.0210994687917915,6.33216873878647,2.41738897510712e-10,"PRKCE.1",4.83477795021424e-06
"ETV1",0.133573558714442,0.0211276672493686,6.32221045219432,2.57847874642129e-10,"ETV1",5.15695749284258e-06
"FNIP2.3",0.133521224720425,0.0193780203137152,6.89034393394266,5.56576577177871e-12,"FNIP2.3",1.11315315435574e-07
"SCRN2.1",0.133486763991086,0.023442581967692,5.69420058656739,1.23951294505392e-08,"SCRN2.1",0.000247902589010783
"FBXL20.1",0.133486140995769,0.015514897545941,8.60373976692435,7.71598189049121e-18,"FBXL20.1",1.54319637809824e-13
"GLYR1 /// SEPT6",0.133478483617237,0.0155155638450766,8.60287675975067,7.77424410576338e-18,"GLYR1 /// SEPT6",1.55484882115268e-13
"MKI67.3",0.133411143049587,0.0136813834178212,9.75129041963752,1.8213812994472e-22,"MKI67.3",3.6427625988944e-18
"HN1L",0.133400980637943,0.0232123139927542,5.74699190608846,9.08450763305933e-09,"HN1L",0.000181690152661187
"SGOL2",0.133387806932062,0.0146368598356305,9.11314369543635,8.002870951242e-20,"SGOL2",1.6005741902484e-15
"PCDHGA1 /// PCDHGA10 /// PCDHGA11 /// PCDHGA12 /// PCDHGA2 /// PCDHGA3 /// PCDHGA4 /// PCDHGA5 /// PCDHGA6 /// PCDHGA7 /// PCDHGA8 /// PCDHGA9 /// PCDHGB1 /// PCDHGB2 /// PCDHGB3 /// PCDHGB4 /// PCDHGB5 /// PCDHGB6 /// PCDHGB7 /// PCDHGC3 /// PCDHGC4 /// PCDHGC5",0.133347202850765,0.0211357862354735,6.30907227037339,2.80713023824262e-10,"PCDHGA1 /// PCDHGA10 /// PCDHGA11 /// PCDHGA12 /// PCDHGA2 /// PCDHGA3 /// PCDHGA4 /// PCDHGA5 /// PCDHGA6 /// PCDHGA7 /// PCDHGA8 /// PCDHGA9 /// PCDHGB1 /// PCDHGB2 /// PCDHGB3 /// PCDHGB4 /// PCDHGB5 /// PCDHGB6 /// PCDHGB7 /// PCDHGC3 /// PCDHGC4 /// PCDHGC5",5.61426047648525e-06
"COL1A1.2",0.133321543032751,0.00828952438627529,16.0831353911556,3.34986988279694e-58,"COL1A1.2",6.69973976559388e-54
"GRHL1.1",0.133266464409418,0.0101725755652815,13.1005627389242,3.2682540599793e-39,"GRHL1.1",6.53650811995859e-35
"KLF9.4",0.133251611486516,0.0248060501903546,5.37173836479331,7.79811986364658e-08,"KLF9.4",0.00155962397272932
"RAVER2.1",0.133230462046842,0.0153814933507364,8.66173777856648,4.64626157944988e-18,"RAVER2.1",9.29252315889976e-14
"ECHDC1.1",0.133214733743137,0.0230085517679631,5.78979220798347,7.0473553633637e-09,"ECHDC1.1",0.000140947107267274
"C5orf23",0.133197592041339,0.0117553475305057,11.3308085274115,9.23483057637664e-30,"C5orf23",1.84696611527533e-25
"SNHG1",0.133188864860953,0.023030053560654,5.78326335673404,7.32652267863225e-09,"SNHG1",0.000146530453572645
"LOC284219",0.13317317860401,0.0260218557344254,5.11774332942096,3.09213003430604e-07,"LOC284219",0.00618426006861207
"GLCCI1.4",0.133172331833654,0.0136122766675484,9.78325191928664,1.32871390664971e-22,"GLCCI1.4",2.65742781329941e-18
"CNOT7.2",0.133158499217058,0.0232016488659933,5.73918258939899,9.51346076107085e-09,"CNOT7.2",0.000190269215221417
"FBXO9.7",0.133141397773873,0.0174753765696698,7.61879992932185,2.56044960701811e-14,"FBXO9.7",5.12089921403622e-10
"SPINK5",0.133134259066986,0.0145281892974573,9.1638576797927,5.00744921157962e-20,"SPINK5",1.00148984231592e-15
"LOC100134229",0.133071083422393,0.0230202862164931,5.78060073497493,7.44343523032751e-09,"LOC100134229",0.00014886870460655
"CCNE1",0.133071078278418,0.0101202196639133,13.1490306236063,1.72370080940169e-39,"CCNE1",3.44740161880337e-35
"SOCS7.1",0.133013633712486,0.0201059206317171,6.61564502063421,3.69935119093853e-11,"SOCS7.1",7.39870238187705e-07
"VAV2.2",0.132986005212534,0.0251663211936454,5.28428466716517,1.26196888604701e-07,"VAV2.2",0.00252393777209402
"ADAM12.2",0.132979812620147,0.00967738603674994,13.7412946135615,5.7439418344151e-43,"ADAM12.2",1.14878836688302e-38
"MSR1.2",0.132945166547816,0.0201586572619481,6.59494155886891,4.25423408819715e-11,"MSR1.2",8.5084681763943e-07
"RBPMS.4",0.132913850057482,0.0124067772873796,10.7130036252593,8.84447916372321e-27,"RBPMS.4",1.76889583274464e-22
"UBE2C",0.132911862808557,0.0125830316262119,10.562785404726,4.43308614149833e-26,"UBE2C",8.86617228299666e-22
"RBM8A.3",0.132902169989159,0.0167273114800545,7.94522001623694,1.93846416024713e-15,"RBM8A.3",3.87692832049425e-11
"OPA1.1",0.132860941592075,0.0207616787978126,6.39933518314873,1.56054929180535e-10,"OPA1.1",3.1210985836107e-06
"CLDN12",0.132853607788819,0.0244825111214543,5.42646982287686,5.74795379107058e-08,"CLDN12",0.00114959075821412
"PGA3 /// PGA4 /// PGA5",0.13277215631126,0.0107288705952532,12.3752220825557,3.5590848616231e-35,"PGA3 /// PGA4 /// PGA5",7.1181697232462e-31
"CDKL2.1",0.132767247411323,0.0193013807871365,6.87863986911268,6.04267033585486e-12,"CDKL2.1",1.20853406717097e-07
"ABLIM1",0.132733530197673,0.0151217093140093,8.77768031651709,1.66880819034278e-18,"ABLIM1",3.33761638068556e-14
"EPRS.1",0.132723488609658,0.0209420516992416,6.33765451999456,2.33289202187306e-10,"EPRS.1",4.66578404374612e-06
"KLRF1",0.132695765633936,0.011617693535181,11.4218683107885,3.25167475459621e-30,"KLRF1",6.50334950919242e-26
"POT1.1",0.132677859104335,0.0229486653647582,5.78150654931271,7.40345983824446e-09,"POT1.1",0.000148069196764889
"BNC2.1",0.132664732566828,0.0141351720960076,9.3854345504784,6.26575296583629e-21,"BNC2.1",1.25315059316726e-16
"ARL11",0.132654645456762,0.0174571583515011,7.59886819983822,2.98731833055118e-14,"ARL11",5.97463666110236e-10
"GPC6",0.132650241033535,0.0137775430550185,9.62800410086302,6.09008560658658e-22,"GPC6",1.21801712131732e-17
"CHTF18",0.132566372149972,0.021723550006183,6.1024267263979,1.04470007576224e-09,"CHTF18",2.08940015152448e-05
"LRRC37A2",0.132563771916585,0.0204945860937662,6.46823367449744,9.91550847794031e-11,"LRRC37A2",1.98310169558806e-06
"SCARB2.3",0.132553204111232,0.0278132759242452,4.76582494173882,1.8808250989503e-06,"SCARB2.3",0.037616501979006
"PIP",0.13253678036574,0.0239921976579805,5.5241617402087,3.31062385321685e-08,"PIP",0.000662124770643371
"XRCC5.2",0.132535076548829,0.0234863490070926,5.64306851221555,1.67045833548264e-08,"XRCC5.2",0.000334091667096528
"NARF",0.132513578338795,0.0245428840356805,5.3992667750924,6.69138096705121e-08,"NARF",0.00133827619341024
