"","beta","Std. Error","z value","Pr(>|z|)","Feature","p.adj"
"EZH2",0.0667493447099627,0.0142347234926999,4.6891915212961,2.74286581991758e-06,"EZH2",0.0548573163983516
"FAM45A /// FAM45B.1",0.0666935398237105,0.0245380370567349,2.71796556788577,0.00656846732172624,"FAM45A /// FAM45B.1",1
"PLIN2",0.0666737516356303,0.0122638666686688,5.4366011501059,5.43065155594457e-08,"PLIN2",0.00108613031118891
"NME4",0.0666087523632645,0.0195563847966015,3.40598495356053,0.000659258124449887,"NME4",1
"LOC100134445",0.0665828381095299,0.0176324813717324,3.77614680009092,0.00015927314277378,"LOC100134445",1
"GPX7",0.0665805493533664,0.0162566236181944,4.0955951812066,4.21085177983591e-05,"GPX7",0.842170355967181
"GSTM3",0.0665738404244517,0.0116270832468908,5.72575589344421,1.0297419942822e-08,"GSTM3",0.000205948398856441
"SMARCA1.3",0.0665725342424109,0.0151791988866596,4.38577389620469,1.15574126633402e-05,"SMARCA1.3",0.231148253266803
"CD1D",0.0665594396638445,0.0212049749908472,3.13885961631994,0.00169606680546431,"CD1D",1
"CAPN6",0.0665503531248148,0.0105316291553657,6.31909385936826,2.63101449515443e-10,"CAPN6",5.26202899030887e-06
"CBL.3",0.066533529136548,0.0174404789954245,3.8148911594689,0.000136242969451544,"CBL.3",1
"WHSC1.4",0.0665184239933458,0.0197199099909367,3.37316062922791,0.000743105880890125,"WHSC1.4",1
"TCF12.2",0.0664512829677604,0.0192171018136018,3.45792428079485,0.000544354354768516,"TCF12.2",1
"ZNF598",0.0664297210885484,0.0253248742674558,2.62310171363477,0.0087133255380619,"ZNF598",1
"ACYP1",0.0664111988680857,0.0198193539666227,3.35082561116407,0.000805710243029612,"ACYP1",1
"MORF4L2.2",0.0663305719757742,0.0130911698545102,5.06681776441252,4.04521210277351e-07,"MORF4L2.2",0.00809042420554701
"RUNX1T1.5",0.0663253276017839,0.0104458777292071,6.34942599570503,2.16119800561067e-10,"RUNX1T1.5",4.32239601122133e-06
"ARNT2",0.0662761811099404,0.0136705994820491,4.84808154879878,1.24661157627535e-06,"ARNT2",0.0249322315255071
"KIFC2",0.0662611148617577,0.0134519205735238,4.9257735725985,8.40272562466105e-07,"KIFC2",0.0168054512493221
"ZEB2",0.0662388771046793,0.0145221268735397,4.56123801158708,5.08528978903183e-06,"ZEB2",0.101705795780637
"MEOX2",0.0662259650268924,0.0125632773088643,5.27139243994601,1.35392624365024e-07,"MEOX2",0.00270785248730048
"EML1.1",0.0662163233582549,0.014225269467176,4.65483789330284,3.24235704541942e-06,"EML1.1",0.0648471409083885
"MAP1LC3A.2",0.0661896524086715,0.0221719461982235,2.98528833765504,0.0028331113162583,"MAP1LC3A.2",1
"NAA40",0.0661872500052825,0.0229556052531347,2.88327183166927,0.00393567651607574,"NAA40",1
"ZNF117.3",0.0661666868288183,0.0190068352118175,3.48120484506959,0.000499163582850685,"ZNF117.3",1
"LMBRD2",0.066165057745368,0.0216531999906893,3.05567111437655,0.00224557426190091,"LMBRD2",1
"MIB2.1",0.0661432226158874,0.025115571688282,2.63355433182305,0.0084496315707935,"MIB2.1",1
"RGS5.4",0.0661347694164829,0.0128198036139056,5.15879738943478,2.48541089445947e-07,"RGS5.4",0.00497082178891894
"ATP8A2.1",0.0661265965776712,0.0249943056133251,2.64566648102507,0.0081530157200612,"ATP8A2.1",1
"SEC16B.3",0.0661001434422463,0.0196538716074888,3.36321233609056,0.00077041081672012,"SEC16B.3",1
"POLR2J4.3",0.0660610822997217,0.0187338811716632,3.52628917064155,0.000421426551708696,"POLR2J4.3",1
"SIPA1L2.2",0.0660425177083225,0.0170482296706794,3.87386367875525,0.000107123349771213,"SIPA1L2.2",1
"NMD3.1",0.0660061524206344,0.026290055675752,2.51068895534952,0.0120495815881414,"NMD3.1",1
"FYN.1",0.0660025210738331,0.0152801697551665,4.31948873156441,1.56391093652499e-05,"FYN.1",0.312782187304998
"TFPI2.1",0.065972624039684,0.00668828596951203,9.86390599032615,5.96814767330211e-23,"TFPI2.1",1.19362953466042e-18
"LOC645638",0.0659723633902935,0.0182807578783593,3.60884181220908,0.000307567074682764,"LOC645638",1
"ZNF197.1",0.0659568200018895,0.0236025239232032,2.79448165020388,0.00519829908299376,"ZNF197.1",1
"TROAP",0.065949597869696,0.0209037375018198,3.1549189643218,0.0016054268975577,"TROAP",1
"TADA2B.1",0.0659254071596487,0.020701686225483,3.18454286484629,0.00144982836888642,"TADA2B.1",1
"TNRC6A.5",0.0659098894348091,0.0223836119141056,2.94456005079655,0.00323414178736633,"TNRC6A.5",1
"ZNF252",0.065901719269295,0.0176612732265625,3.73142515966398,0.000190399576493938,"ZNF252",1
"FAM90A1",0.0658696430457613,0.0260920511131091,2.52450996513139,0.011585972008265,"FAM90A1",1
"HCRP1",0.0658556696197531,0.0224349824912451,2.93540098127789,0.00333116910054567,"HCRP1",1
"C17orf62",0.065849159594509,0.0231288921896559,2.84705203580651,0.00441261489274924,"C17orf62",1
"STRN3.1",0.0658419386026125,0.0242100046673693,2.71961693139843,0.00653575823106926,"STRN3.1",1
"FUS.6",0.0658349917493571,0.0191472531493041,3.43835176962446,0.000585266865633315,"FUS.6",1
"IFIT3.1",0.0658249398942616,0.0102284695445093,6.43546325360053,1.23097308686513e-10,"IFIT3.1",2.46194617373025e-06
"CTGF",0.0658099176243885,0.00957184890586316,6.87536110020261,6.18330291757189e-12,"CTGF",1.23666058351438e-07
"NDN",0.0657985537833035,0.0112900947128203,5.82798953037895,5.60990971547653e-09,"NDN",0.000112198194309531
"ZDHHC2.3",0.0657872030972136,0.0163497258841385,4.02374960677699,5.72788155981631e-05,"ZDHHC2.3",1
"AAK1",0.0657602396933324,0.0189874170691991,3.46335888939876,0.000533476328156719,"AAK1",1
"ND6",0.0656509408364047,0.0222335881177652,2.95278209206134,0.00314924183233611,"ND6",1
"RPL35A.4",0.0656485753742312,0.0159345171688311,4.11989736988355,3.79041195176524e-05,"RPL35A.4",0.758082390353048
"HAUS3",0.0656449854152291,0.0197235058911664,3.32826150571079,0.00087389793567176,"HAUS3",1
"FZD3.3",0.0656238074666275,0.0136379577076648,4.81185004920095,1.49539536736289e-06,"FZD3.3",0.0299079073472577
"GOLGA8A",0.0656016630572265,0.0193092575018338,3.39742028148914,0.000680244044350757,"GOLGA8A",1
"MAPRE2",0.0655406819743779,0.0263910933661401,2.48343943409585,0.0130120459573318,"MAPRE2",1
"NUP93",0.0654923496352506,0.0229646384514561,2.85187810701623,0.00434617630945924,"NUP93",1
"EDN1.2",0.065419738570072,0.0106267044820932,6.15616428219203,7.45279147858003e-10,"EDN1.2",1.49055829571601e-05
"SPG7",0.0653476384737942,0.023947037290997,2.72884021850845,0.00635574911104827,"SPG7",1
"MTMR3.3",0.0653127412925244,0.0240180026910747,2.71932442229241,0.0065415413554499,"MTMR3.3",1
"ZNF643",0.0653027943820586,0.0185342507065332,3.52335766986469,0.000426115894521853,"ZNF643",1
"MAF.4",0.0652343555874596,0.0153820423618453,4.2409423958727,2.2258326082378e-05,"MAF.4",0.445166521647559
"TULP4.2",0.06517962538114,0.0138465201825384,4.707292844836,2.51028165904622e-06,"TULP4.2",0.0502056331809243
"DPY19L2P2",0.0651452725861781,0.0117459261377626,5.54620145079402,2.91942446514603e-08,"DPY19L2P2",0.000583884893029206
"SUPV3L1",0.0651315269046198,0.0244350472682294,2.66549625174264,0.00768747886606917,"SUPV3L1",1
"HMMR.1",0.0650971417773467,0.0126141398555575,5.16064848834434,2.4609587719729e-07,"HMMR.1",0.0049219175439458
"ID2 /// ID2B",0.0650928173648981,0.0128186338288427,5.07798399065235,3.81460828941444e-07,"ID2 /// ID2B",0.00762921657882887
"POP5",0.0650812796347763,0.0239833675843445,2.71360055696511,0.00665563650431959,"POP5",1
"CNN1",0.0650363409473098,0.0137215206780119,4.739732750724,2.14000287251126e-06,"CNN1",0.0428000574502253
"ZNF700",0.0650253451760052,0.0183656838555233,3.54058937786024,0.000399234387557392,"ZNF700",1
"UQCR10.1",0.0649888621602168,0.0209911114598508,3.09601815437545,0.00196138352483536,"UQCR10.1",1
"GABRB2.2",0.0649861818609745,0.0133857249623999,4.85488698173008,1.20455422636372e-06,"GABRB2.2",0.0240910845272745
"FLNB.1",0.0649734058949469,0.0194621441747292,3.33845054849158,0.000842470245154195,"FLNB.1",1
"FRZB",0.0649501607235325,0.00860221712183843,7.55039774090841,4.3393099176695e-14,"FRZB",8.67861983533901e-10
"LRRC8C",0.064949256811267,0.0275751578933656,2.35535394076178,0.0185050702842551,"LRRC8C",1
"PIGK.2",0.064922135644343,0.0226247695191459,2.86951589006923,0.00411100675921284,"PIGK.2",1
"SIRPA.2",0.0649143552850378,0.0164749441655265,3.94018666362887,8.14182319005342e-05,"SIRPA.2",1
"TWIST1",0.0648870992701541,0.00947843211421554,6.84576293718852,7.60693597142354e-12,"TWIST1",1.52138719428471e-07
"MAP7D2",0.0648573149938491,0.0104734857947566,6.19252427174905,5.92082285454478e-10,"MAP7D2",1.18416457090896e-05
"MAP2K5.5",0.0648452175882931,0.0166392267557821,3.89712926808689,9.73396683988463e-05,"MAP2K5.5",1
"LGR4",0.0647755586279767,0.0106478919162765,6.08341624213523,1.17648390186628e-09,"LGR4",2.35296780373255e-05
"ERC1.1",0.0647319041809729,0.0222601578280411,2.90797148344699,0.00363781508507169,"ERC1.1",1
"MRPL19",0.0647263590280608,0.0259865938288719,2.49075963761544,0.0127470322409398,"MRPL19",1
"FASTKD2",0.0647235761968771,0.0207088895045416,3.12540062482264,0.00177563053032421,"FASTKD2",1
"TRIM59",0.0646690137572402,0.0117653291993525,5.49657495013392,3.87238552947463e-08,"TRIM59",0.000774477105894927
"NAP1L1.4",0.0646680833573852,0.0181071944128622,3.57140271888002,0.000355074433994268,"NAP1L1.4",1
"RGS5.3",0.0646642549104183,0.0147334900143385,4.38892990374226,1.13909774336138e-05,"RGS5.3",0.227819548672276
"CCDC148.1",0.0646502945455943,0.0268998481863624,2.40337023828895,0.0162447311678233,"CCDC148.1",1
"FCGR1B",0.0646499028417276,0.0138894646369367,4.654600053468,3.24610180380649e-06,"FCGR1B",0.0649220360761298
"SH3GL3.1",0.0646430909267366,0.0188858454397992,3.42283278409717,0.000619721876864644,"SH3GL3.1",1
"SRD5A1.1",0.0646086805494505,0.0158969852186988,4.0642096385329,4.81954943204624e-05,"SRD5A1.1",0.963909886409247
"ZNF814.2",0.0645963486944629,0.0136298679350756,4.73932315427858,2.14433289989256e-06,"ZNF814.2",0.0428866579978512
"AURKAIP1.1",0.064500651734477,0.0250684771181143,2.5729784633734,0.0100827481703717,"AURKAIP1.1",1
"MYST3.1",0.0644944305637774,0.0241564542004445,2.66986330148531,0.00758821329878919,"MYST3.1",1
"SGK223",0.0643846072243623,0.0170521884179013,3.7757386703968,0.000159534183712944,"SGK223",1
"CACNA2D3",0.0643730786695829,0.012901642664432,4.98952577930643,6.05276968033246e-07,"CACNA2D3",0.0121055393606649
"DPT.1",0.0643458419512711,0.011178078574959,5.75643135086005,8.59106953153073e-09,"DPT.1",0.000171821390630615
"PARP2.2",0.0643325309911762,0.0235383741057576,2.73309153394074,0.00627428928801641,"PARP2.2",1
"MKLN1.1",0.064306146640404,0.0242781727451694,2.64872267428771,0.00807966026969643,"MKLN1.1",1
"CHURC1.1",0.064273777860522,0.0135127562106717,4.75652611935393,1.96952766544212e-06,"CHURC1.1",0.0393905533088424
"NFIB",0.0642386727168035,0.0153615514364383,4.1817828741195,2.89232112788558e-05,"NFIB",0.578464225577115
"ITPR2",0.0642258933193731,0.0127701205705122,5.0293881694178,4.92047377570726e-07,"ITPR2",0.00984094755141451
"LOC440335",0.0642236306216302,0.0198262065923131,3.23933024316061,0.00119810762541227,"LOC440335",1
"AP1G1",0.064221879313869,0.0238813580430497,2.68920549652576,0.00716223136331781,"AP1G1",1
"FCGR2C.1",0.0642187899950672,0.0160991989343318,3.98894319257835,6.63683115524745e-05,"FCGR2C.1",1
"PNN",0.0642000854896234,0.0186065453271386,3.45040330490499,0.000559749648147428,"PNN",1
"PTPN12.2",0.0641671596179614,0.0140778619519174,4.55801881259546,5.16384130711271e-06,"PTPN12.2",0.103276826142254
"GRLF1.3",0.0641654980054853,0.0215030710361641,2.98401553422631,0.00284492327844572,"GRLF1.3",1
"FCGR2A.1",0.0641642949816357,0.0146797635464782,4.3709351842407,1.23715516503252e-05,"FCGR2A.1",0.247431033006504
"KIAA1737",0.0641482103713176,0.0196325881310586,3.26743524303022,0.00108526691353367,"KIAA1737",1
"DLC1",0.0641480889177771,0.0136441955047025,4.70149294589543,2.5826618791801e-06,"DLC1",0.0516532375836019
"MAP4K5",0.0641463490001957,0.0232674494448114,2.75691365107921,0.00583497579483376,"MAP4K5",1
"ERAP2.4",0.0641385740583453,0.0124741716329155,5.14171008270427,2.72249001395222e-07,"ERAP2.4",0.00544498002790444
"SUSD2.1",0.064126471720039,0.01948802021512,3.29055855916476,0.000999886878257764,"SUSD2.1",1
"HOXB7",0.064101599532977,0.0160836836239817,3.98550487758898,6.73367939556484e-05,"HOXB7",1
"FLAD1",0.0640970800485486,0.026374068112556,2.43030691264628,0.0150860419702676,"FLAD1",1
"CCDC150.2",0.0640693737087835,0.0274567675832772,2.33346381778041,0.0196238152015422,"CCDC150.2",1
"SMPD2",0.064057032041136,0.0273227732321929,2.34445572185408,0.0190548728924611,"SMPD2",1
"LOC100506119 /// LOC100508342",0.0640405032050299,0.0100163066176479,6.39362448152256,1.61998995660299e-10,"LOC100506119 /// LOC100508342",3.23997991320598e-06
"DSC3",0.0639730838257666,0.0127059828943776,5.03487879352291,4.78151280718389e-07,"DSC3",0.00956302561436779
"COG5",0.063953499041006,0.0272306685929282,2.34858350329359,0.018844973137323,"COG5",1
"NOL7.1",0.0639178484706415,0.0261200178049121,2.44708288286929,0.0144017716433368,"NOL7.1",1
"SMG7.1",0.0639130308596466,0.0195902916211058,3.26248491323066,0.00110440051128813,"SMG7.1",1
"SPEF2",0.0639055419966503,0.0197904235766609,3.22911441228651,0.00124174205875069,"SPEF2",1
"PPP1R3B.2",0.0638109245984332,0.0161905450179013,3.94124623524901,8.10593614318038e-05,"PPP1R3B.2",1
"KDM5A.2",0.0638055085169427,0.0216489547128482,2.94727895010448,0.00320583865247484,"KDM5A.2",1
"IDH2",0.0637981086340068,0.0183603158496439,3.47478274101936,0.000511267248835296,"IDH2",1
"MCM7.1",0.0637338503577339,0.0192382947144145,3.31286381167561,0.000923459347494198,"MCM7.1",1
"GNAI1.1",0.0636849226264219,0.0124696166732853,5.10720772699127,3.26954257701099e-07,"GNAI1.1",0.00653908515402198
"POLR2L.1",0.0636768219292716,0.0256054854256955,2.48684298972012,0.0128882266058997,"POLR2L.1",1
"PLD6",0.0636761592965901,0.0268318524411754,2.3731555410194,0.0176368350869548,"PLD6",1
"DIXDC1.2",0.0636724514002783,0.0172117036766171,3.69936948698345,0.00021613575120382,"DIXDC1.2",1
"ZNF750",0.0636383320975452,0.0164280006411277,3.87377219466536,0.000107163591170709,"ZNF750",1
"CASP4",0.0636282520192342,0.0200121079005553,3.17948775488406,0.00147535602790481,"CASP4",1
"ZBTB44.2",0.0635921215257941,0.0220873233559504,2.87912303817756,0.00398782720544368,"ZBTB44.2",1
"SYTL4",0.06355155827512,0.0238084446652408,2.66928643045307,0.00760125970196414,"SYTL4",1
"SP3.4",0.0635437371320026,0.0258170830331621,2.46130583576698,0.0138432304636541,"SP3.4",1
"CPOX",0.0635210454040285,0.0190655195160258,3.33172381432538,0.000863098660654255,"CPOX",1
"POR",0.0634978671106398,0.0218865367078881,2.90122955304091,0.00371701476200349,"POR",1
"ZNF558",0.0634144435719934,0.019142333022946,3.3127855155366,0.000923717889607435,"ZNF558",1
"INPP4B",0.0634079871817793,0.0146588325417648,4.32558234096217,1.52129427365668e-05,"INPP4B",0.304258854731337
"ITPRIPL2.2",0.0633745789013735,0.0245411509652549,2.58238005996942,0.00981214618528263,"ITPRIPL2.2",1
"MXRA7",0.0633740654840585,0.0193074161667422,3.28236906154346,0.00102938780511076,"MXRA7",1
"GSTO2",0.0633626277042129,0.0152417899774068,4.1571644667809,3.22222024557385e-05,"GSTO2",0.64444404911477
"RABL5.1",0.0633381995807903,0.0237435587542217,2.66759504067724,0.00763962783398883,"RABL5.1",1
"BOLA1",0.0632995903691002,0.0206212924794851,3.06962283921209,0.00214329245861235,"BOLA1",1
"SEC24A.1",0.0632741916288054,0.0209282567662798,3.02338567112549,0.00249963458453439,"SEC24A.1",1
"HSPA12A",0.0632559173032725,0.0120159231888583,5.26434101725335,1.40693086897735e-07,"HSPA12A",0.0028138617379547
"GFM1.1",0.0632469389702711,0.0249132602656763,2.53868575593087,0.0111269716512925,"GFM1.1",1
"ABAT.1",0.063242946748061,0.0101612169153283,6.22395400817184,4.84779242882804e-10,"ABAT.1",9.69558485765609e-06
"PREPL.2",0.0631634697465469,0.0238558757377665,2.6477112155037,0.00810387185665323,"PREPL.2",1
"CHPT1.2",0.0631414105173134,0.0143098882930319,4.41243210459299,1.02215853972613e-05,"CHPT1.2",0.204431707945226
"ARHGEF19",0.0631303606149594,0.0251070745650756,2.51444509997891,0.011921986282294,"ARHGEF19",1
"SPEN.2",0.0630818733186583,0.0176783115996195,3.56832002667133,0.000359277510569008,"SPEN.2",1
"CDON.1",0.0630811777351398,0.0140086002146017,4.50303219228057,6.69907315508195e-06,"CDON.1",0.133981463101639
"SIKE1.4",0.063077389052966,0.0252418588762591,2.49892012161959,0.0124572386567063,"SIKE1.4",1
"EBF1.1",0.0630429203386485,0.0177523770391875,3.55123824823484,0.000383423163944282,"EBF1.1",1
"MDFIC.1",0.0630286855892666,0.0141088619326152,4.46731181368812,7.92086363747441e-06,"MDFIC.1",0.158417272749488
"TEF.2",0.0630265253218601,0.0223401633367079,2.82122043478075,0.00478413163125528,"TEF.2",1
"OAS1.1",0.0630073767035962,0.0102729696369427,6.13331674582343,8.60655468029792e-10,"OAS1.1",1.72131093605958e-05
"MT1M",0.0630059115195153,0.00726028959700415,8.67815404298938,4.02243992027283e-18,"MT1M",8.04487984054566e-14
"GAB1.4",0.0629918474410306,0.0244888675898156,2.57226461003152,0.0101035636207749,"GAB1.4",1
"FLJ39653",0.0629782839047405,0.0153903410189986,4.09206552518862,4.27547793668159e-05,"FLJ39653",0.855095587336317
"FNDC3B.1",0.0629673497597736,0.0218258447125708,2.88499027593223,0.00391425751899522,"FNDC3B.1",1
"C11orf57.3",0.0629630101289293,0.0248037354178205,2.53844870816082,0.0111345123025088,"C11orf57.3",1
"KCNMB2",0.0629201190023407,0.0151180488005877,4.16192061768544,3.15582064077361e-05,"KCNMB2",0.631164128154722
"RAB9B",0.0629092492784269,0.0256698334280309,2.4507073431077,0.0142575821440361,"RAB9B",1
"LOC100288693",0.0628982216299222,0.0148978522325965,4.22196573357742,2.42180933788767e-05,"LOC100288693",0.484361867577533
"CHRM3.5",0.062887870773264,0.0118735146423556,5.29648319537402,1.18054197194958e-07,"CHRM3.5",0.00236108394389916
"ADAMTS17.1",0.0628782428884821,0.0217719409763564,2.88804029722319,0.00387650205942209,"ADAMTS17.1",1
"NFAT5.2",0.0628707369910046,0.024001680948285,2.61943057765282,0.00880766978234955,"NFAT5.2",1
"MSX2.2",0.0628542913909243,0.0194537284919351,3.23096374131991,0.00123373589318637,"MSX2.2",1
"C21orf57",0.0628311322136459,0.0199318788945289,3.15229349657009,0.0016199335805382,"C21orf57",1
"NUPL1.1",0.0627962033186253,0.0108643216873721,5.78003902366173,7.46833002464720e-09,"NUPL1.1",0.000149366600492944
"FAM118B",0.0627718643210788,0.0220985242736639,2.84054552891062,0.00450364437251161,"FAM118B",1
"HOXA7",0.0627378150916724,0.0270618323128912,2.31831364433467,0.0204322814115275,"HOXA7",1
"GJA1",0.0627351967122223,0.0115639272240226,5.42507709508044,5.79295310048116e-08,"GJA1",0.00115859062009623
"SLC25A27.3",0.0627137282103983,0.0139413984723325,4.49838144536627,6.84727622962044e-06,"SLC25A27.3",0.136945524592409
"ZNF254.3",0.0626601061396302,0.0221533351350211,2.82847281268156,0.00467706735141245,"ZNF254.3",1
"GTF3C4.1",0.0626478662896669,0.0213279071541527,2.9373658576467,0.00331013340702896,"GTF3C4.1",1
"C8orf44 /// SGK3.1",0.0626224243085667,0.0189034184159717,3.31275660997147,0.000923813355783877,"C8orf44 /// SGK3.1",1
"MCOLN1",0.0626139464542431,0.0253510823840223,2.46987270625202,0.0135161138492254,"MCOLN1",1
"FABP4",0.0625537210195266,0.00445622930825442,14.0373658293698,9.20717684918948e-45,"FABP4",1.8414353698379e-40
"FGD5",0.0625513728916091,0.0210766297897884,2.96780716440325,0.00299932433853156,"FGD5",1
"MAGED2",0.0625466328650309,0.0230406373869478,2.71462250868384,0.00663513542066818,"MAGED2",1
"NSMCE4A.1",0.0625275040063935,0.0238523160228418,2.62144371835904,0.00875582182509578,"NSMCE4A.1",1
"UBQLNL",0.0625211246211686,0.026206214542342,2.38573657863297,0.0170449552572222,"UBQLNL",1
"PHACTR2.2",0.0625012610589535,0.0190242933877984,3.28533942285815,0.00101859584113049,"PHACTR2.2",1
"KLHL23",0.0624845958797835,0.0131522852111513,4.75085469001273,2.02558657493382e-06,"KLHL23",0.0405117314986765
"ADIPOQ",0.0624821338996517,0.00754523311014617,8.28100775516547,1.22137234306532e-16,"ADIPOQ",2.44274468613065e-12
"POU5F1P4",0.0624698278481533,0.0163375177899147,3.82370373831919,0.000131461865337135,"POU5F1P4",1
"INA",0.0624342581243342,0.012260890456895,5.09214712779886,3.54031202063075e-07,"INA",0.0070806240412615
"SUV420H1",0.0623968330454096,0.0259580750847436,2.40375423993138,0.0162276786172239,"SUV420H1",1
"EID1.1",0.0623817120650106,0.0258146095061804,2.41652743381903,0.0156693454059059,"EID1.1",1
"CRIM1.2",0.0623359198205324,0.0167116900731627,3.73007873815453,0.000191419941272382,"CRIM1.2",1
"PNPT1",0.0623283599504658,0.0224460604042061,2.77680621133793,0.00548958983210317,"PNPT1",1
"ACYP2",0.0623278767159369,0.0187856436727568,3.31784621286763,0.000907144154254601,"ACYP2",1
"RAB21.1",0.0623137166186651,0.0240383219814077,2.59226566092514,0.00953461131894524,"RAB21.1",1
"FGFR1OP.2",0.0622540934275675,0.0181784695090728,3.42460587215534,0.000615691898513602,"FGFR1OP.2",1
"PLSCR4",0.0622456744145534,0.0110044203640434,5.6564246325903,1.54558801468674e-08,"PLSCR4",0.000309117602937348
"C1orf114.1",0.0622430216898114,0.0154396153172117,4.03138422888194,5.54493082963637e-05,"C1orf114.1",1
"C19orf25",0.0622423725934989,0.0252599750000421,2.46407102910415,0.0137368886101506,"C19orf25",1
"ZNF423",0.0621750212353702,0.00952631827059367,6.52665798782886,6.72533738967003e-11,"ZNF423",1.34506747793401e-06
"IER5L",0.0621718166500753,0.016213271943339,3.83462492132057,0.000125756047150593,"IER5L",1
"CCNL1",0.0621595433544651,0.0214240636592217,2.90138903352769,0.0037151233333925,"CCNL1",1
"PLOD2.1",0.0621383060216243,0.0112628005254667,5.5171274569874,3.44585527827627e-08,"PLOD2.1",0.000689171055655255
"CYP26A1",0.0621252024533926,0.0156784684931829,3.96245350624681,7.4183456807251e-05,"CYP26A1",1
"USP34.1",0.0620975249855702,0.020970134998879,2.96123630052404,0.00306406754002666,"USP34.1",1
"RIT1.2",0.0620635548641992,0.0139111541712702,4.46142384018539,8.14168816314343e-06,"RIT1.2",0.162833763262869
"TRPS1",0.0620358495997763,0.012902299723961,4.80812342969903,1.52353692266934e-06,"TRPS1",0.0304707384533868
"ZNF664",0.0620264398936649,0.0194186342437952,3.19417107892045,0.00140232986749552,"ZNF664",1
"ATP2B2.2",0.0619856906405709,0.0212531668660132,2.91653902834098,0.00353938439128286,"ATP2B2.2",1
"C2orf40",0.0619835187428016,0.00760390560841127,8.15153710932929,3.59327377768393e-16,"C2orf40",7.18654755536786e-12
"LOC339803.1",0.0619491495759617,0.0146760139814889,4.22111546460088,2.43096369147104e-05,"LOC339803.1",0.486192738294208
"MS4A6A.2",0.0619320410598381,0.0166214183640838,3.72603827803667,0.00019451287836929,"MS4A6A.2",1
"NAA38.1",0.0619103132654497,0.0134109430502228,4.61640266710558,3.90449017789347e-06,"NAA38.1",0.0780898035578693
"ODC1",0.0618786840548669,0.0196260902836329,3.152878803705,0.00161668913073264,"ODC1",1
"INADL",0.0618748385023865,0.0228715251177884,2.7053219312543,0.0068238222327967,"INADL",1
"SEMA6A.3",0.0618633810655198,0.0147478460773135,4.19474008212518,2.73184664343593e-05,"SEMA6A.3",0.546369328687186
"HIP1.3",0.0618615614853486,0.0164176335761201,3.7679950157572,0.000164563987549206,"HIP1.3",1
"SULF2",0.0618595779001045,0.0118811609925172,5.2065263604343,1.92408372274726e-07,"SULF2",0.00384816744549452
"TWSG1",0.0618100461408898,0.0141150468595046,4.37901813264396,1.19215213503048e-05,"TWSG1",0.238430427006096
"MYO19.2",0.0617665002838819,0.0254551321569089,2.42648515447277,0.0152458740608405,"MYO19.2",1
"HOXB5.1",0.061749586713408,0.0162407149789222,3.80214706024635,0.000143447533829964,"HOXB5.1",1
"N4BP1",0.0617253326013684,0.0234703547046799,2.62992755661509,0.0085403064956467,"N4BP1",1
"FAM198B.1",0.0617249749656593,0.0131795819490429,4.68337882068725,2.82184305491581e-06,"FAM198B.1",0.0564368610983163
"KPNA1.3",0.0617049697249571,0.024520100566587,2.51650557294374,0.0118525025723615,"KPNA1.3",1
"SEMA3F.2",0.0616685296356667,0.0169432177188926,3.63971771235065,0.000272937088954154,"SEMA3F.2",1
"GART.1",0.0616603055832116,0.0219323384496327,2.81138765594073,0.00493283138474675,"GART.1",1
"PDLIM5.4",0.061642864237286,0.0209979362722248,2.93566298316776,0.00332835712753272,"PDLIM5.4",1
"MECOM",0.0616203849828233,0.0200621535176829,3.07147410314205,0.00213004640345465,"MECOM",1
"TSHZ3.1",0.0615815707734158,0.0153281479369726,4.01754804472343,5.88068480721259e-05,"TSHZ3.1",1
"SF1.2",0.0615775795324253,0.0140761175401411,4.37461390591714,1.21647590968575e-05,"SF1.2",0.243295181937149
"LRRC2",0.0615701225374893,0.0194778209965049,3.16103749739448,0.00157208259089418,"LRRC2",1
"TMEM209.1",0.061568266160885,0.0214668978036704,2.868056051879,0.00413002357626445,"TMEM209.1",1
"PVRL2.1",0.0615672156224166,0.0213017057665344,2.89024814712916,0.00384937837258716,"PVRL2.1",1
"SMYD2",0.0615549045100931,0.014693887195944,4.18915047388444,2.80000694331704e-05,"SMYD2",0.560001388663407
"SMAP1",0.0615544404101334,0.0225027027300904,2.73542432428899,0.00622999094340205,"SMAP1",1
"AMD1",0.0615198768373357,0.0237562026377077,2.58963428522396,0.00960779419667535,"AMD1",1
"GALNT1.1",0.0615168047705934,0.0188120426439822,3.27007576661391,0.00107518681851151,"GALNT1.1",1
"GABRP",0.0614910939457675,0.00758395169614719,8.10805453534287,5.14366520719012e-16,"GABRP",1.02873304143802e-11
"KCTD15.1",0.0614745845161198,0.0148592908809975,4.13711428145844,3.51700968314414e-05,"KCTD15.1",0.703401936628829
